country,year,sex,age,suicides_no,population,country-year
Albania,1987,male,15-24 years,21,312900,Albania1987
Albania,1987,male,35-54 years,16,308000,Albania1987
Albania,1987,female,15-24 years,14,289700,Albania1987
Albania,1987,male,75+ years,1,21800,Albania1987
Albania,1987,male,25-34 years,9,274300,Albania1987
Albania,1987,female,75+ years,1,35600,Albania1987
Albania,1987,female,35-54 years,6,278800,Albania1987
Albania,1987,female,25-34 years,4,257200,Albania1987
Albania,1987,male,55-74 years,1,137500,Albania1987
Albania,1987,female,5-14 years,0,311000,Albania1987
Albania,1987,female,55-74 years,0,144600,Albania1987
Albania,1987,male,5-14 years,0,338200,Albania1987
Albania,1988,female,75+ years,2,36400,Albania1988
Albania,1988,male,15-24 years,17,319200,Albania1988
Albania,1988,male,75+ years,1,22300,Albania1988
Albania,1988,male,35-54 years,14,314100,Albania1988
Albania,1988,male,55-74 years,4,140200,Albania1988
Albania,1988,female,15-24 years,8,295600,Albania1988
Albania,1988,female,55-74 years,3,147500,Albania1988
Albania,1988,female,25-34 years,5,262400,Albania1988
Albania,1988,male,25-34 years,5,279900,Albania1988
Albania,1988,female,35-54 years,4,284500,Albania1988
Albania,1988,female,5-14 years,0,317200,Albania1988
Albania,1988,male,5-14 years,0,345000,Albania1988
Albania,1989,male,75+ years,2,22500,Albania1989
Albania,1989,male,25-34 years,18,283600,Albania1989
Albania,1989,male,35-54 years,15,318400,Albania1989
Albania,1989,male,55-74 years,6,142100,Albania1989
Albania,1989,male,15-24 years,12,323500,Albania1989
Albania,1989,female,35-54 years,7,288600,Albania1989
Albania,1989,female,15-24 years,5,299900,Albania1989
Albania,1989,female,25-34 years,2,266300,Albania1989
Albania,1989,female,55-74 years,1,149600,Albania1989
Albania,1989,female,5-14 years,0,321900,Albania1989
Albania,1989,female,75+ years,0,37000,Albania1989
Albania,1989,male,5-14 years,0,349700,Albania1989
Albania,1992,male,35-54 years,12,343800,Albania1992
Albania,1992,male,15-24 years,9,263700,Albania1992
Albania,1992,male,55-74 years,5,159500,Albania1992
Albania,1992,male,25-34 years,7,245500,Albania1992
Albania,1992,female,15-24 years,7,292400,Albania1992
Albania,1992,female,25-34 years,4,267400,Albania1992
Albania,1992,female,35-54 years,2,323100,Albania1992
Albania,1992,female,55-74 years,1,164900,Albania1992
Albania,1992,female,5-14 years,0,336700,Albania1992
Albania,1992,female,75+ years,0,38700,Albania1992
Albania,1992,male,5-14 years,0,362900,Albania1992
Albania,1992,male,75+ years,0,23900,Albania1992
Albania,1993,male,15-24 years,18,243300,Albania1993
Albania,1993,male,55-74 years,7,165000,Albania1993
Albania,1993,male,75+ years,1,24200,Albania1993
Albania,1993,male,25-34 years,9,230100,Albania1993
Albania,1993,female,15-24 years,10,285300,Albania1993
Albania,1993,male,35-54 years,10,350300,Albania1993
Albania,1993,female,25-34 years,7,261800,Albania1993
Albania,1993,female,35-54 years,7,331200,Albania1993
Albania,1993,female,55-74 years,2,169500,Albania1993
Albania,1993,female,5-14 years,1,340300,Albania1993
Albania,1993,male,5-14 years,1,367000,Albania1993
Albania,1993,female,75+ years,0,39300,Albania1993
Albania,1994,male,75+ years,2,24600,Albania1994
Albania,1994,male,55-74 years,11,171400,Albania1994
Albania,1994,female,75+ years,2,39900,Albania1994
Albania,1994,male,25-34 years,6,231400,Albania1994
Albania,1994,male,35-54 years,9,362800,Albania1994
Albania,1994,male,15-24 years,6,242200,Albania1994
Albania,1994,female,15-24 years,6,282600,Albania1994
Albania,1994,female,25-34 years,4,261100,Albania1994
Albania,1994,female,35-54 years,2,342500,Albania1994
Albania,1994,female,55-74 years,1,174600,Albania1994
Albania,1994,male,5-14 years,1,371800,Albania1994
Albania,1994,female,5-14 years,0,344400,Albania1994
Albania,1995,male,25-34 years,13,232900,Albania1995
Albania,1995,male,55-74 years,9,178000,Albania1995
Albania,1995,female,75+ years,2,40800,Albania1995
Albania,1995,female,15-24 years,13,283500,Albania1995
Albania,1995,male,15-24 years,11,241200,Albania1995
Albania,1995,male,75+ years,1,25100,Albania1995
Albania,1995,male,35-54 years,14,375900,Albania1995
Albania,1995,female,25-34 years,7,264000,Albania1995
Albania,1995,female,35-54 years,8,356400,Albania1995
Albania,1995,male,5-14 years,6,376500,Albania1995
Albania,1995,female,55-74 years,2,180400,Albania1995
Albania,1995,female,5-14 years,2,348700,Albania1995
Albania,1996,male,75+ years,2,25400,Albania1996
Albania,1996,male,15-24 years,17,243600,Albania1996
Albania,1996,male,25-34 years,14,235300,Albania1996
Albania,1996,female,15-24 years,16,287700,Albania1996
Albania,1996,female,75+ years,2,41200,Albania1996
Albania,1996,female,25-34 years,10,267900,Albania1996
Albania,1996,male,35-54 years,12,379600,Albania1996
Albania,1996,female,35-54 years,9,362000,Albania1996
Albania,1996,male,55-74 years,3,179900,Albania1996
Albania,1996,female,55-74 years,1,183100,Albania1996
Albania,1996,male,5-14 years,2,380400,Albania1996
Albania,1996,female,5-14 years,1,354100,Albania1996
Albania,1997,male,25-34 years,36,236000,Albania1997
Albania,1997,male,15-24 years,33,244400,Albania1997
Albania,1997,male,75+ years,3,25400,Albania1997
Albania,1997,male,35-54 years,30,380800,Albania1997
Albania,1997,female,15-24 years,21,294000,Albania1997
Albania,1997,male,55-74 years,12,180300,Albania1997
Albania,1997,female,25-34 years,16,273900,Albania1997
Albania,1997,female,75+ years,2,42100,Albania1997
Albania,1997,female,35-54 years,7,370100,Albania1997
Albania,1997,female,5-14 years,6,361800,Albania1997
Albania,1997,male,5-14 years,4,381500,Albania1997
Albania,1997,female,55-74 years,0,187000,Albania1997
Albania,1998,male,75+ years,3,25800,Albania1998
Albania,1998,male,15-24 years,27,248800,Albania1998
Albania,1998,female,15-24 years,32,295600,Albania1998
Albania,1998,male,25-34 years,26,240400,Albania1998
Albania,1998,male,35-54 years,29,388200,Albania1998
Albania,1998,male,55-74 years,9,183800,Albania1998
Albania,1998,female,25-34 years,10,275300,Albania1998
Albania,1998,female,55-74 years,6,188200,Albania1998
Albania,1998,female,35-54 years,9,372100,Albania1998
Albania,1998,male,5-14 years,2,388400,Albania1998
Albania,1998,female,5-14 years,1,363800,Albania1998
Albania,1998,female,75+ years,0,42300,Albania1998
Albania,1999,male,75+ years,3,25900,Albania1999
Albania,1999,male,15-24 years,24,250600,Albania1999
Albania,1999,female,75+ years,4,42400,Albania1999
Albania,1999,male,35-54 years,31,391100,Albania1999
Albania,1999,male,25-34 years,19,242300,Albania1999
Albania,1999,male,55-74 years,14,185200,Albania1999
Albania,1999,female,15-24 years,19,296800,Albania1999
Albania,1999,female,25-34 years,13,276500,Albania1999
Albania,1999,female,55-74 years,6,188800,Albania1999
Albania,1999,female,35-54 years,5,373600,Albania1999
Albania,1999,female,5-14 years,1,365200,Albania1999
Albania,1999,male,5-14 years,0,391300,Albania1999
Albania,2000,male,25-34 years,17,232000,Albania2000
Albania,2000,male,55-74 years,10,177400,Albania2000
Albania,2000,female,75+ years,2,37800,Albania2000
Albania,2000,male,75+ years,1,24900,Albania2000
Albania,2000,female,15-24 years,6,263900,Albania2000
Albania,2000,male,15-24 years,5,240000,Albania2000
Albania,2000,female,35-54 years,5,332200,Albania2000
Albania,2000,female,25-34 years,3,245800,Albania2000
Albania,2000,male,35-54 years,4,374700,Albania2000
Albania,2000,male,5-14 years,1,374900,Albania2000
Albania,2000,female,5-14 years,0,324700,Albania2000
Albania,2000,female,55-74 years,0,168000,Albania2000
Albania,2001,male,25-34 years,22,206484,Albania2001
Albania,2001,male,35-54 years,34,378826,Albania2001
Albania,2001,male,55-74 years,11,196670,Albania2001
Albania,2001,female,75+ years,2,47254,Albania2001
Albania,2001,male,15-24 years,10,256039,Albania2001
Albania,2001,female,15-24 years,9,271359,Albania2001
Albania,2001,female,35-54 years,12,370191,Albania2001
Albania,2001,male,75+ years,1,31044,Albania2001
Albania,2001,female,55-74 years,6,189799,Albania2001
Albania,2001,male,5-14 years,6,321556,Albania2001
Albania,2001,female,25-34 years,4,222771,Albania2001
Albania,2001,female,5-14 years,2,307356,Albania2001
Albania,2002,male,75+ years,4,31007,Albania2002
Albania,2002,male,25-34 years,23,206286,Albania2002
Albania,2002,male,35-54 years,35,382139,Albania2002
Albania,2002,male,55-74 years,13,198130,Albania2002
Albania,2002,male,15-24 years,15,263067,Albania2002
Albania,2002,female,15-24 years,14,275970,Albania2002
Albania,2002,female,35-54 years,15,375113,Albania2002
Albania,2002,female,25-34 years,7,223685,Albania2002
Albania,2002,female,75+ years,1,47407,Albania2002
Albania,2002,female,55-74 years,4,191712,Albania2002
Albania,2002,female,5-14 years,1,304850,Albania2002
Albania,2002,male,5-14 years,1,319473,Albania2002
Albania,2003,female,75+ years,6,49088,Albania2003
Albania,2003,male,55-74 years,16,201520,Albania2003
Albania,2003,male,35-54 years,28,386196,Albania2003
Albania,2003,male,15-24 years,15,273235,Albania2003
Albania,2003,female,15-24 years,14,283709,Albania2003
Albania,2003,female,55-74 years,9,195699,Albania2003
Albania,2003,male,25-34 years,9,205433,Albania2003
Albania,2003,female,25-34 years,9,222941,Albania2003
Albania,2003,female,35-54 years,13,381760,Albania2003
Albania,2003,male,75+ years,1,32667,Albania2003
Albania,2003,male,5-14 years,4,313204,Albania2003
Albania,2003,female,5-14 years,0,298477,Albania2003
Albania,2004,male,75+ years,4,35526,Albania2004
Albania,2004,male,35-54 years,39,391767,Albania2004
Albania,2004,male,25-34 years,16,203938,Albania2004
Albania,2004,female,15-24 years,20,292268,Albania2004
Albania,2004,male,15-24 years,19,286768,Albania2004
Albania,2004,female,75+ years,3,50970,Albania2004
Albania,2004,female,25-34 years,11,222389,Albania2004
Albania,2004,male,55-74 years,10,207202,Albania2004
Albania,2004,female,35-54 years,17,391436,Albania2004
Albania,2004,female,55-74 years,3,203841,Albania2004
Albania,2004,female,5-14 years,3,286705,Albania2004
Albania,2004,male,5-14 years,1,302181,Albania2004
Albania,2005,female,15-24 years,0,281922,Albania2005
Albania,2005,female,25-34 years,0,190745,Albania2005
Albania,2005,female,35-54 years,0,386513,Albania2005
Albania,2005,female,5-14 years,0,276559,Albania2005
Albania,2005,female,55-74 years,0,210998,Albania2005
Albania,2005,female,75+ years,0,53191,Albania2005
Albania,2005,male,15-24 years,0,281675,Albania2005
Albania,2005,male,25-34 years,0,177519,Albania2005
Albania,2005,male,35-54 years,0,380242,Albania2005
Albania,2005,male,5-14 years,0,291367,Albania2005
Albania,2005,male,55-74 years,0,214118,Albania2005
Albania,2005,male,75+ years,0,38471,Albania2005
Albania,2006,female,15-24 years,0,283138,Albania2006
Albania,2006,female,25-34 years,0,186391,Albania2006
Albania,2006,female,35-54 years,0,388746,Albania2006
Albania,2006,female,5-14 years,0,267316,Albania2006
Albania,2006,female,55-74 years,0,215907,Albania2006
Albania,2006,female,75+ years,0,56011,Albania2006
Albania,2006,male,15-24 years,0,286679,Albania2006
Albania,2006,male,25-34 years,0,174092,Albania2006
Albania,2006,male,35-54 years,0,379076,Albania2006
Albania,2006,male,5-14 years,0,282678,Albania2006
Albania,2006,male,55-74 years,0,219360,Albania2006
Albania,2006,male,75+ years,0,40782,Albania2006
Albania,2007,male,75+ years,8,42366,Albania2007
Albania,2007,male,35-54 years,29,378626,Albania2007
Albania,2007,male,55-74 years,14,224160,Albania2007
Albania,2007,female,75+ years,3,57404,Albania2007
Albania,2007,male,25-34 years,9,172494,Albania2007
Albania,2007,female,15-24 years,13,281080,Albania2007
Albania,2007,male,15-24 years,13,288349,Albania2007
Albania,2007,female,25-34 years,8,183629,Albania2007
Albania,2007,female,55-74 years,9,221120,Albania2007
Albania,2007,female,35-54 years,14,391811,Albania2007
Albania,2007,male,5-14 years,4,272497,Albania2007
Albania,2007,female,5-14 years,0,256808,Albania2007
Albania,2008,male,25-34 years,21,172855,Albania2008
Albania,2008,male,35-54 years,37,377119,Albania2008
Albania,2008,male,55-74 years,21,228672,Albania2008
Albania,2008,female,75+ years,5,59369,Albania2008
Albania,2008,female,15-24 years,20,276073,Albania2008
Albania,2008,female,25-34 years,9,182663,Albania2008
Albania,2008,female,35-54 years,19,393832,Albania2008
Albania,2008,male,75+ years,2,44574,Albania2008
Albania,2008,male,15-24 years,11,286702,Albania2008
Albania,2008,female,55-74 years,7,226448,Albania2008
Albania,2008,male,5-14 years,7,262464,Albania2008
Albania,2008,female,5-14 years,1,246288,Albania2008
Albania,2009,female,15-24 years,0,270003,Albania2009
Albania,2009,female,25-34 years,0,182712,Albania2009
Albania,2009,female,35-54 years,0,394286,Albania2009
Albania,2009,female,5-14 years,0,236174,Albania2009
Albania,2009,female,55-74 years,0,233302,Albania2009
Albania,2009,female,75+ years,0,61582,Albania2009
Albania,2009,male,15-24 years,0,283448,Albania2009
Albania,2009,male,25-34 years,0,174955,Albania2009
Albania,2009,male,35-54 years,0,374365,Albania2009
Albania,2009,male,5-14 years,0,253007,Albania2009
Albania,2009,male,55-74 years,0,234570,Albania2009
Albania,2009,male,75+ years,0,47331,Albania2009
Albania,2010,male,55-74 years,20,241852,Albania2010
Albania,2010,male,35-54 years,20,371611,Albania2010
Albania,2010,male,25-34 years,9,179720,Albania2010
Albania,2010,male,75+ years,2,50767,Albania2010
Albania,2010,male,15-24 years,10,279508,Albania2010
Albania,2010,female,25-34 years,6,183579,Albania2010
Albania,2010,female,75+ years,2,64415,Albania2010
Albania,2010,female,35-54 years,12,394593,Albania2010
Albania,2010,female,55-74 years,7,241491,Albania2010
Albania,2010,female,15-24 years,6,263581,Albania2010
Albania,2010,female,5-14 years,2,223969,Albania2010
Albania,2010,male,5-14 years,0,240939,Albania2010
Antigua and Barbuda,1985,female,15-24 years,0,7709,Antigua and Barbuda1985
Antigua and Barbuda,1985,female,25-34 years,0,6344,Antigua and Barbuda1985
Antigua and Barbuda,1985,female,35-54 years,0,6173,Antigua and Barbuda1985
Antigua and Barbuda,1985,female,5-14 years,0,7339,Antigua and Barbuda1985
Antigua and Barbuda,1985,female,55-74 years,0,3778,Antigua and Barbuda1985
Antigua and Barbuda,1985,female,75+ years,0,949,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,15-24 years,0,7667,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,25-34 years,0,6194,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,35-54 years,0,5970,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,5-14 years,0,7304,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,55-74 years,0,2723,Antigua and Barbuda1985
Antigua and Barbuda,1985,male,75+ years,0,424,Antigua and Barbuda1985
Antigua and Barbuda,1986,female,15-24 years,0,7668,Antigua and Barbuda1986
Antigua and Barbuda,1986,female,25-34 years,0,6209,Antigua and Barbuda1986
Antigua and Barbuda,1986,female,35-54 years,0,6101,Antigua and Barbuda1986
Antigua and Barbuda,1986,female,5-14 years,0,6907,Antigua and Barbuda1986
Antigua and Barbuda,1986,female,55-74 years,0,3764,Antigua and Barbuda1986
Antigua and Barbuda,1986,female,75+ years,0,1014,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,15-24 years,0,7563,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,25-34 years,0,6023,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,35-54 years,0,5947,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,5-14 years,0,6827,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,55-74 years,0,2771,Antigua and Barbuda1986
Antigua and Barbuda,1986,male,75+ years,0,476,Antigua and Barbuda1986
Antigua and Barbuda,1987,female,15-24 years,0,7583,Antigua and Barbuda1987
Antigua and Barbuda,1987,female,25-34 years,0,6101,Antigua and Barbuda1987
Antigua and Barbuda,1987,female,35-54 years,0,6059,Antigua and Barbuda1987
Antigua and Barbuda,1987,female,5-14 years,0,6623,Antigua and Barbuda1987
Antigua and Barbuda,1987,female,55-74 years,0,3738,Antigua and Barbuda1987
Antigua and Barbuda,1987,female,75+ years,0,1081,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,15-24 years,0,7421,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,25-34 years,0,5893,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,35-54 years,0,5927,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,5-14 years,0,6499,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,55-74 years,0,2798,Antigua and Barbuda1987
Antigua and Barbuda,1987,male,75+ years,0,538,Antigua and Barbuda1987
Antigua and Barbuda,1988,female,15-24 years,0,7413,Antigua and Barbuda1988
Antigua and Barbuda,1988,female,25-34 years,0,6041,Antigua and Barbuda1988
Antigua and Barbuda,1988,female,35-54 years,0,6021,Antigua and Barbuda1988
Antigua and Barbuda,1988,female,5-14 years,0,6527,Antigua and Barbuda1988
Antigua and Barbuda,1988,female,55-74 years,0,3708,Antigua and Barbuda1988
Antigua and Barbuda,1988,female,75+ years,0,1141,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,15-24 years,0,7209,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,25-34 years,0,5826,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,35-54 years,0,5907,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,5-14 years,0,6355,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,55-74 years,0,2813,Antigua and Barbuda1988
Antigua and Barbuda,1988,male,75+ years,0,603,Antigua and Barbuda1988
Antigua and Barbuda,1989,female,15-24 years,0,7152,Antigua and Barbuda1989
Antigua and Barbuda,1989,female,25-34 years,0,6059,Antigua and Barbuda1989
Antigua and Barbuda,1989,female,35-54 years,0,5969,Antigua and Barbuda1989
Antigua and Barbuda,1989,female,5-14 years,0,6621,Antigua and Barbuda1989
Antigua and Barbuda,1989,female,55-74 years,0,3696,Antigua and Barbuda1989
Antigua and Barbuda,1989,female,75+ years,0,1195,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,15-24 years,0,6927,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,25-34 years,0,5835,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,35-54 years,0,5862,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,5-14 years,0,6403,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,55-74 years,0,2843,Antigua and Barbuda1989
Antigua and Barbuda,1989,male,75+ years,0,676,Antigua and Barbuda1989
Antigua and Barbuda,1990,male,35-54 years,1,5799,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,15-24 years,0,6827,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,25-34 years,0,6172,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,35-54 years,0,5895,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,5-14 years,0,6877,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,55-74 years,0,3706,Antigua and Barbuda1990
Antigua and Barbuda,1990,female,75+ years,0,1252,Antigua and Barbuda1990
Antigua and Barbuda,1990,male,15-24 years,0,6598,Antigua and Barbuda1990
Antigua and Barbuda,1990,male,25-34 years,0,5937,Antigua and Barbuda1990
Antigua and Barbuda,1990,male,5-14 years,0,6611,Antigua and Barbuda1990
Antigua and Barbuda,1990,male,55-74 years,0,2902,Antigua and Barbuda1990
Antigua and Barbuda,1990,male,75+ years,0,758,Antigua and Barbuda1990
Antigua and Barbuda,1991,female,15-24 years,0,6595,Antigua and Barbuda1991
Antigua and Barbuda,1991,female,25-34 years,0,6396,Antigua and Barbuda1991
Antigua and Barbuda,1991,female,35-54 years,0,6198,Antigua and Barbuda1991
Antigua and Barbuda,1991,female,5-14 years,0,7089,Antigua and Barbuda1991
Antigua and Barbuda,1991,female,55-74 years,0,3665,Antigua and Barbuda1991
Antigua and Barbuda,1991,female,75+ years,0,1293,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,15-24 years,0,6401,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,25-34 years,0,6156,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,35-54 years,0,6122,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,5-14 years,0,6818,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,55-74 years,0,2857,Antigua and Barbuda1991
Antigua and Barbuda,1991,male,75+ years,0,804,Antigua and Barbuda1991
Antigua and Barbuda,1992,female,15-24 years,0,6369,Antigua and Barbuda1992
Antigua and Barbuda,1992,female,25-34 years,0,6650,Antigua and Barbuda1992
Antigua and Barbuda,1992,female,35-54 years,0,6534,Antigua and Barbuda1992
Antigua and Barbuda,1992,female,5-14 years,0,7311,Antigua and Barbuda1992
Antigua and Barbuda,1992,female,55-74 years,0,3648,Antigua and Barbuda1992
Antigua and Barbuda,1992,female,75+ years,0,1339,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,15-24 years,0,6221,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,25-34 years,0,6409,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,35-54 years,0,6497,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,5-14 years,0,7059,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,55-74 years,0,2851,Antigua and Barbuda1992
Antigua and Barbuda,1992,male,75+ years,0,853,Antigua and Barbuda1992
Antigua and Barbuda,1993,male,25-34 years,1,6668,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,15-24 years,0,6182,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,25-34 years,0,6914,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,35-54 years,0,6917,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,5-14 years,0,7529,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,55-74 years,0,3662,Antigua and Barbuda1993
Antigua and Barbuda,1993,female,75+ years,0,1386,Antigua and Barbuda1993
Antigua and Barbuda,1993,male,15-24 years,0,6069,Antigua and Barbuda1993
Antigua and Barbuda,1993,male,35-54 years,0,6915,Antigua and Barbuda1993
Antigua and Barbuda,1993,male,5-14 years,0,7298,Antigua and Barbuda1993
Antigua and Barbuda,1993,male,55-74 years,0,2879,Antigua and Barbuda1993
Antigua and Barbuda,1993,male,75+ years,0,896,Antigua and Barbuda1993
Antigua and Barbuda,1994,female,15-24 years,0,6083,Antigua and Barbuda1994
Antigua and Barbuda,1994,female,25-34 years,0,7151,Antigua and Barbuda1994
Antigua and Barbuda,1994,female,35-54 years,0,7357,Antigua and Barbuda1994
Antigua and Barbuda,1994,female,5-14 years,0,7722,Antigua and Barbuda1994
Antigua and Barbuda,1994,female,55-74 years,0,3715,Antigua and Barbuda1994
Antigua and Barbuda,1994,female,75+ years,0,1437,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,15-24 years,0,5976,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,25-34 years,0,6886,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,35-54 years,0,7359,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,5-14 years,0,7494,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,55-74 years,0,2935,Antigua and Barbuda1994
Antigua and Barbuda,1994,male,75+ years,0,929,Antigua and Barbuda1994
Antigua and Barbuda,1995,female,15-24 years,0,6099,Antigua and Barbuda1995
Antigua and Barbuda,1995,female,25-34 years,0,7333,Antigua and Barbuda1995
Antigua and Barbuda,1995,female,35-54 years,0,7851,Antigua and Barbuda1995
Antigua and Barbuda,1995,female,5-14 years,0,7885,Antigua and Barbuda1995
Antigua and Barbuda,1995,female,55-74 years,0,3808,Antigua and Barbuda1995
Antigua and Barbuda,1995,female,75+ years,0,1488,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,15-24 years,0,5953,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,25-34 years,0,7023,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,35-54 years,0,7809,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,5-14 years,0,7632,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,55-74 years,0,3021,Antigua and Barbuda1995
Antigua and Barbuda,1995,male,75+ years,0,944,Antigua and Barbuda1995
Antigua and Barbuda,1998,female,15-24 years,0,6529,Antigua and Barbuda1998
Antigua and Barbuda,1998,female,25-34 years,0,8332,Antigua and Barbuda1998
Antigua and Barbuda,1998,female,35-54 years,0,9615,Antigua and Barbuda1998
Antigua and Barbuda,1998,female,5-14 years,0,8183,Antigua and Barbuda1998
Antigua and Barbuda,1998,female,55-74 years,0,3921,Antigua and Barbuda1998
Antigua and Barbuda,1998,female,75+ years,0,1476,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,15-24 years,0,5916,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,25-34 years,0,7294,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,35-54 years,0,9086,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,5-14 years,0,7706,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,55-74 years,0,3213,Antigua and Barbuda1998
Antigua and Barbuda,1998,male,75+ years,0,954,Antigua and Barbuda1998
Antigua and Barbuda,1999,female,15-24 years,0,6589,Antigua and Barbuda1999
Antigua and Barbuda,1999,female,25-34 years,0,8526,Antigua and Barbuda1999
Antigua and Barbuda,1999,female,35-54 years,0,10311,Antigua and Barbuda1999
Antigua and Barbuda,1999,female,5-14 years,0,8314,Antigua and Barbuda1999
Antigua and Barbuda,1999,female,55-74 years,0,3968,Antigua and Barbuda1999
Antigua and Barbuda,1999,female,75+ years,0,1451,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,15-24 years,0,5845,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,25-34 years,0,7263,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,35-54 years,0,9537,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,5-14 years,0,7805,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,55-74 years,0,3276,Antigua and Barbuda1999
Antigua and Barbuda,1999,male,75+ years,0,947,Antigua and Barbuda1999
Antigua and Barbuda,2000,male,55-74 years,1,3333,Antigua and Barbuda2000
Antigua and Barbuda,2000,male,35-54 years,1,10033,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,15-24 years,0,6616,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,25-34 years,0,8595,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,35-54 years,0,11040,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,5-14 years,0,8439,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,55-74 years,0,3986,Antigua and Barbuda2000
Antigua and Barbuda,2000,female,75+ years,0,1413,Antigua and Barbuda2000
Antigua and Barbuda,2000,male,15-24 years,0,5783,Antigua and Barbuda2000
Antigua and Barbuda,2000,male,25-34 years,0,7177,Antigua and Barbuda2000
Antigua and Barbuda,2000,male,5-14 years,0,7973,Antigua and Barbuda2000
Antigua and Barbuda,2000,male,75+ years,0,938,Antigua and Barbuda2000
Antigua and Barbuda,2001,male,35-54 years,2,10281,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,15-24 years,0,6902,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,25-34 years,0,8425,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,35-54 years,0,11402,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,5-14 years,0,8428,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,55-74 years,0,4037,Antigua and Barbuda2001
Antigua and Barbuda,2001,female,75+ years,0,1487,Antigua and Barbuda2001
Antigua and Barbuda,2001,male,15-24 years,0,6084,Antigua and Barbuda2001
Antigua and Barbuda,2001,male,25-34 years,0,7071,Antigua and Barbuda2001
Antigua and Barbuda,2001,male,5-14 years,0,7958,Antigua and Barbuda2001
Antigua and Barbuda,2001,male,55-74 years,0,3442,Antigua and Barbuda2001
Antigua and Barbuda,2001,male,75+ years,0,980,Antigua and Barbuda2001
