country,year,sex,age,suicides_no,population,country-year
Portugal,2003,male,15-24 years,39,693733,Portugal2003
Portugal,2003,female,35-54 years,66,1483262,Portugal2003
Portugal,2003,female,25-34 years,31,809290,Portugal2003
Portugal,2003,female,15-24 years,11,672993,Portugal2003
Portugal,2003,female,5-14 years,0,544037,Portugal2003
Portugal,2003,male,5-14 years,0,573940,Portugal2003
Portugal,2007,male,75+ years,202,321263,Portugal2007
Portugal,2007,male,55-74 years,245,1027686,Portugal2007
Portugal,2007,male,35-54 years,207,1460075,Portugal2007
Portugal,2007,female,75+ years,62,525914,Portugal2007
Portugal,2007,male,25-34 years,71,786823,Portugal2007
Portugal,2007,female,55-74 years,101,1211662,Portugal2007
Portugal,2007,female,35-54 years,75,1535559,Portugal2007
Portugal,2007,male,15-24 years,26,623691,Portugal2007
Portugal,2007,female,25-34 years,18,799081,Portugal2007
Portugal,2007,female,15-24 years,11,600807,Portugal2007
Portugal,2007,female,5-14 years,2,541722,Portugal2007
Portugal,2007,male,5-14 years,0,571430,Portugal2007
Portugal,2008,male,75+ years,198,331536,Portugal2008
Portugal,2008,male,55-74 years,256,1038777,Portugal2008
Portugal,2008,male,35-54 years,236,1474833,Portugal2008
Portugal,2008,female,75+ years,58,542185,Portugal2008
Portugal,2008,male,25-34 years,75,772208,Portugal2008
Portugal,2008,female,55-74 years,98,1222971,Portugal2008
Portugal,2008,male,15-24 years,27,610336,Portugal2008
Portugal,2008,female,35-54 years,64,1552092,Portugal2008
Portugal,2008,female,25-34 years,17,786674,Portugal2008
Portugal,2008,female,15-24 years,7,589161,Portugal2008
Portugal,2008,male,5-14 years,2,569683,Portugal2008
Portugal,2008,female,5-14 years,0,540184,Portugal2008
Portugal,2009,male,75+ years,202,341119,Portugal2009
Portugal,2009,male,55-74 years,250,1050939,Portugal2009
Portugal,2009,male,35-54 years,235,1490036,Portugal2009
Portugal,2009,female,75+ years,58,557541,Portugal2009
Portugal,2009,male,25-34 years,74,752496,Portugal2009
Portugal,2009,male,15-24 years,41,597960,Portugal2009
Portugal,2009,female,55-74 years,74,1234820,Portugal2009
Portugal,2009,female,35-54 years,66,1570466,Portugal2009
Portugal,2009,female,25-34 years,16,769405,Portugal2009
Portugal,2009,female,15-24 years,8,578987,Portugal2009
Portugal,2009,male,5-14 years,1,567117,Portugal2009
Portugal,2009,female,5-14 years,0,539032,Portugal2009
Portugal,2010,male,75+ years,233,352383,Portugal2010
Portugal,2010,male,55-74 years,257,1063945,Portugal2010
Portugal,2010,male,35-54 years,258,1505279,Portugal2010
Portugal,2010,female,75+ years,64,576570,Portugal2010
Portugal,2010,male,25-34 years,58,726634,Portugal2010
Portugal,2010,female,55-74 years,89,1247958,Portugal2010
Portugal,2010,male,15-24 years,27,587910,Portugal2010
Portugal,2010,female,35-54 years,72,1588670,Portugal2010
Portugal,2010,female,25-34 years,27,746475,Portugal2010
Portugal,2010,female,15-24 years,12,570703,Portugal2010
Portugal,2010,female,5-14 years,1,536374,Portugal2010
Portugal,2010,male,5-14 years,1,563727,Portugal2010
Portugal,2011,male,75+ years,189,364718,Portugal2011
Portugal,2011,male,55-74 years,271,1074797,Portugal2011
Portugal,2011,male,35-54 years,253,1514441,Portugal2011
Portugal,2011,male,25-34 years,64,696595,Portugal2011
Portugal,2011,female,75+ years,43,596657,Portugal2011
Portugal,2011,female,55-74 years,80,1258617,Portugal2011
Portugal,2011,female,35-54 years,76,1603401,Portugal2011
Portugal,2011,male,15-24 years,15,580769,Portugal2011
Portugal,2011,female,25-34 years,15,719014,Portugal2011
Portugal,2011,female,15-24 years,9,564521,Portugal2011
Portugal,2011,male,5-14 years,2,558039,Portugal2011
Portugal,2011,female,5-14 years,0,531246,Portugal2011
Portugal,2012,male,75+ years,223,374103,Portugal2012
Portugal,2012,male,55-74 years,270,1085321,Portugal2012
Portugal,2012,male,35-54 years,280,1515053,Portugal2012
Portugal,2012,female,75+ years,62,610698,Portugal2012
Portugal,2012,male,25-34 years,59,665893,Portugal2012
Portugal,2012,female,55-74 years,84,1268923,Portugal2012
Portugal,2012,male,15-24 years,26,573583,Portugal2012
Portugal,2012,female,35-54 years,54,1613054,Portugal2012
Portugal,2012,female,15-24 years,8,557669,Portugal2012
Portugal,2012,female,25-34 years,9,689005,Portugal2012
Portugal,2012,male,5-14 years,1,551120,Portugal2012
Portugal,2012,female,5-14 years,0,524974,Portugal2012
Portugal,2013,male,75+ years,203,381802,Portugal2013
Portugal,2013,male,55-74 years,275,1096265,Portugal2013
Portugal,2013,male,35-54 years,251,1507001,Portugal2013
Portugal,2013,male,25-34 years,62,638768,Portugal2013
Portugal,2013,female,75+ years,58,622105,Portugal2013
Portugal,2013,female,55-74 years,95,1281422,Portugal2013
Portugal,2013,female,35-54 years,63,1615851,Portugal2013
Portugal,2013,male,15-24 years,20,566585,Portugal2013
Portugal,2013,female,25-34 years,20,661074,Portugal2013
Portugal,2013,female,15-24 years,5,550397,Portugal2013
Portugal,2013,female,5-14 years,0,518597,Portugal2013
Portugal,2013,male,5-14 years,0,545207,Portugal2013
Portugal,2014,male,75+ years,244,389841,Portugal2014
Portugal,2014,male,55-74 years,289,1106750,Portugal2014
Portugal,2014,male,35-54 years,298,1492604,Portugal2014
Portugal,2014,female,75+ years,67,633908,Portugal2014
Portugal,2014,male,25-34 years,65,617765,Portugal2014
Portugal,2014,female,55-74 years,105,1294186,Portugal2014
Portugal,2014,female,35-54 years,95,1613721,Portugal2014
Portugal,2014,male,15-24 years,28,562495,Portugal2014
Portugal,2014,female,25-34 years,21,638072,Portugal2014
Portugal,2014,female,15-24 years,8,545684,Portugal2014
Portugal,2014,female,5-14 years,2,511478,Portugal2014
Portugal,2014,male,5-14 years,0,537929,Portugal2014
Puerto Rico,1985,male,75+ years,25,46600,Puerto Rico1985
Puerto Rico,1985,male,55-74 years,66,200900,Puerto Rico1985
Puerto Rico,1985,male,35-54 years,70,322500,Puerto Rico1985
Puerto Rico,1985,male,25-34 years,43,235800,Puerto Rico1985
Puerto Rico,1985,male,15-24 years,28,321500,Puerto Rico1985
Puerto Rico,1985,female,75+ years,4,53900,Puerto Rico1985
Puerto Rico,1985,female,55-74 years,11,214700,Puerto Rico1985
Puerto Rico,1985,female,25-34 years,8,267500,Puerto Rico1985
Puerto Rico,1985,female,35-54 years,8,361600,Puerto Rico1985
Puerto Rico,1985,female,15-24 years,3,336300,Puerto Rico1985
Puerto Rico,1985,male,5-14 years,2,368000,Puerto Rico1985
Puerto Rico,1985,female,5-14 years,1,353200,Puerto Rico1985
Puerto Rico,1986,male,75+ years,35,49800,Puerto Rico1986
Puerto Rico,1986,male,55-74 years,64,198000,Puerto Rico1986
Puerto Rico,1986,male,35-54 years,94,342800,Puerto Rico1986
Puerto Rico,1986,male,25-34 years,60,241300,Puerto Rico1986
Puerto Rico,1986,female,75+ years,4,58800,Puerto Rico1986
Puerto Rico,1986,male,15-24 years,18,343800,Puerto Rico1986
Puerto Rico,1986,female,35-54 years,16,392500,Puerto Rico1986
Puerto Rico,1986,female,55-74 years,7,225300,Puerto Rico1986
Puerto Rico,1986,female,25-34 years,8,271700,Puerto Rico1986
Puerto Rico,1986,female,15-24 years,3,339700,Puerto Rico1986
Puerto Rico,1986,male,5-14 years,1,345800,Puerto Rico1986
Puerto Rico,1986,female,5-14 years,0,333700,Puerto Rico1986
Puerto Rico,1987,male,75+ years,23,50100,Puerto Rico1987
Puerto Rico,1987,male,55-74 years,67,200800,Puerto Rico1987
Puerto Rico,1987,male,35-54 years,72,348000,Puerto Rico1987
Puerto Rico,1987,male,25-34 years,46,244900,Puerto Rico1987
Puerto Rico,1987,male,15-24 years,25,348900,Puerto Rico1987
Puerto Rico,1987,female,75+ years,4,59700,Puerto Rico1987
Puerto Rico,1987,female,35-54 years,16,398300,Puerto Rico1987
Puerto Rico,1987,female,55-74 years,9,228600,Puerto Rico1987
Puerto Rico,1987,female,15-24 years,5,344700,Puerto Rico1987
Puerto Rico,1987,female,25-34 years,4,275800,Puerto Rico1987
Puerto Rico,1987,male,5-14 years,1,351000,Puerto Rico1987
Puerto Rico,1987,female,5-14 years,0,338600,Puerto Rico1987
Puerto Rico,1988,male,75+ years,31,51200,Puerto Rico1988
Puerto Rico,1988,male,55-74 years,61,203700,Puerto Rico1988
Puerto Rico,1988,male,35-54 years,97,352800,Puerto Rico1988
Puerto Rico,1988,male,25-34 years,60,248400,Puerto Rico1988
Puerto Rico,1988,male,15-24 years,32,354000,Puerto Rico1988
Puerto Rico,1988,female,55-74 years,7,232000,Puerto Rico1988
Puerto Rico,1988,female,35-54 years,11,404000,Puerto Rico1988
Puerto Rico,1988,female,25-34 years,7,279800,Puerto Rico1988
Puerto Rico,1988,female,15-24 years,4,349700,Puerto Rico1988
Puerto Rico,1988,male,5-14 years,3,356100,Puerto Rico1988
Puerto Rico,1988,female,5-14 years,1,343400,Puerto Rico1988
Puerto Rico,1988,female,75+ years,0,60500,Puerto Rico1988
Puerto Rico,1989,male,75+ years,32,52000,Puerto Rico1989
Puerto Rico,1989,male,55-74 years,63,206700,Puerto Rico1989
Puerto Rico,1989,male,35-54 years,107,358100,Puerto Rico1989
Puerto Rico,1989,male,25-34 years,67,252100,Puerto Rico1989
Puerto Rico,1989,male,15-24 years,22,359300,Puerto Rico1989
Puerto Rico,1989,female,75+ years,3,61400,Puerto Rico1989
Puerto Rico,1989,female,35-54 years,16,410100,Puerto Rico1989
Puerto Rico,1989,female,55-74 years,7,235400,Puerto Rico1989
Puerto Rico,1989,female,25-34 years,5,283900,Puerto Rico1989
Puerto Rico,1989,female,15-24 years,3,354900,Puerto Rico1989
Puerto Rico,1989,female,5-14 years,1,348500,Puerto Rico1989
Puerto Rico,1989,male,5-14 years,1,361400,Puerto Rico1989
Puerto Rico,1990,male,75+ years,32,53000,Puerto Rico1990
Puerto Rico,1990,male,55-74 years,79,194000,Puerto Rico1990
Puerto Rico,1990,male,35-54 years,115,359000,Puerto Rico1990
Puerto Rico,1990,male,25-34 years,71,283000,Puerto Rico1990
Puerto Rico,1990,male,15-24 years,34,327000,Puerto Rico1990
Puerto Rico,1990,female,55-74 years,10,231000,Puerto Rico1990
Puerto Rico,1990,female,35-54 years,13,416000,Puerto Rico1990
Puerto Rico,1990,female,25-34 years,9,299000,Puerto Rico1990
Puerto Rico,1990,female,15-24 years,5,316000,Puerto Rico1990
Puerto Rico,1990,male,5-14 years,2,335000,Puerto Rico1990
Puerto Rico,1990,female,5-14 years,1,321000,Puerto Rico1990
Puerto Rico,1990,female,75+ years,0,70000,Puerto Rico1990
Puerto Rico,1991,male,75+ years,43,57200,Puerto Rico1991
Puerto Rico,1991,male,55-74 years,68,195000,Puerto Rico1991
Puerto Rico,1991,male,35-54 years,121,364000,Puerto Rico1991
Puerto Rico,1991,male,25-34 years,47,292000,Puerto Rico1991
Puerto Rico,1991,male,15-24 years,39,326000,Puerto Rico1991
Puerto Rico,1991,female,35-54 years,17,424000,Puerto Rico1991
Puerto Rico,1991,female,55-74 years,8,235000,Puerto Rico1991
Puerto Rico,1991,female,75+ years,2,71000,Puerto Rico1991
Puerto Rico,1991,female,25-34 years,7,305000,Puerto Rico1991
Puerto Rico,1991,female,15-24 years,2,314000,Puerto Rico1991
Puerto Rico,1991,male,5-14 years,1,334000,Puerto Rico1991
Puerto Rico,1991,female,5-14 years,0,320000,Puerto Rico1991
Puerto Rico,1992,male,75+ years,23,66100,Puerto Rico1992
Puerto Rico,1992,male,55-74 years,66,221400,Puerto Rico1992
Puerto Rico,1992,male,35-54 years,98,397100,Puerto Rico1992
Puerto Rico,1992,male,25-34 years,61,253800,Puerto Rico1992
Puerto Rico,1992,male,15-24 years,31,318000,Puerto Rico1992
Puerto Rico,1992,female,55-74 years,10,259300,Puerto Rico1992
Puerto Rico,1992,female,35-54 years,15,455200,Puerto Rico1992
Puerto Rico,1992,female,75+ years,2,82500,Puerto Rico1992
Puerto Rico,1992,female,15-24 years,5,314100,Puerto Rico1992
Puerto Rico,1992,female,25-34 years,3,280600,Puerto Rico1992
Puerto Rico,1992,female,5-14 years,0,314000,Puerto Rico1992
Puerto Rico,1992,male,5-14 years,0,325800,Puerto Rico1992
Puerto Rico,1993,male,75+ years,34,68936,Puerto Rico1993
Puerto Rico,1993,male,35-54 years,116,408115,Puerto Rico1993
Puerto Rico,1993,male,25-34 years,69,250629,Puerto Rico1993
Puerto Rico,1993,male,55-74 years,59,229549,Puerto Rico1993
Puerto Rico,1993,male,15-24 years,33,312503,Puerto Rico1993
Puerto Rico,1993,female,35-54 years,16,467965,Puerto Rico1993
Puerto Rico,1993,female,55-74 years,7,268361,Puerto Rico1993
Puerto Rico,1993,female,15-24 years,6,310130,Puerto Rico1993
Puerto Rico,1993,female,25-34 years,4,277006,Puerto Rico1993
Puerto Rico,1993,female,5-14 years,1,310642,Puerto Rico1993
Puerto Rico,1993,female,75+ years,0,86920,Puerto Rico1993
Puerto Rico,1993,male,5-14 years,0,321716,Puerto Rico1993
Puerto Rico,1994,male,75+ years,28,70019,Puerto Rico1994
Puerto Rico,1994,male,35-54 years,119,416464,Puerto Rico1994
Puerto Rico,1994,male,55-74 years,65,235516,Puerto Rico1994
Puerto Rico,1994,male,25-34 years,68,249479,Puerto Rico1994
Puerto Rico,1994,male,15-24 years,35,315916,Puerto Rico1994
Puerto Rico,1994,female,35-54 years,18,478324,Puerto Rico1994
Puerto Rico,1994,female,75+ years,2,89539,Puerto Rico1994
Puerto Rico,1994,female,55-74 years,6,276151,Puerto Rico1994
Puerto Rico,1994,female,15-24 years,5,312389,Puerto Rico1994
Puerto Rico,1994,male,5-14 years,5,317830,Puerto Rico1994
Puerto Rico,1994,female,25-34 years,4,275045,Puerto Rico1994
Puerto Rico,1994,female,5-14 years,0,306952,Puerto Rico1994
Puerto Rico,1995,male,75+ years,26,71169,Puerto Rico1995
Puerto Rico,1995,male,35-54 years,94,424318,Puerto Rico1995
Puerto Rico,1995,male,25-34 years,50,247971,Puerto Rico1995
Puerto Rico,1995,male,55-74 years,47,242286,Puerto Rico1995
Puerto Rico,1995,male,15-24 years,38,319165,Puerto Rico1995
Puerto Rico,1995,female,55-74 years,10,284606,Puerto Rico1995
Puerto Rico,1995,female,35-54 years,13,487958,Puerto Rico1995
Puerto Rico,1995,female,25-34 years,6,272632,Puerto Rico1995
Puerto Rico,1995,female,15-24 years,4,314481,Puerto Rico1995
Puerto Rico,1995,female,75+ years,1,92485,Puerto Rico1995
Puerto Rico,1995,female,5-14 years,0,303666,Puerto Rico1995
Puerto Rico,1995,male,5-14 years,0,314417,Puerto Rico1995
Puerto Rico,1996,male,75+ years,31,73432,Puerto Rico1996
Puerto Rico,1996,male,35-54 years,113,430008,Puerto Rico1996
Puerto Rico,1996,male,25-34 years,62,251033,Puerto Rico1996
Puerto Rico,1996,male,55-74 years,55,246870,Puerto Rico1996
Puerto Rico,1996,male,15-24 years,35,317510,Puerto Rico1996
Puerto Rico,1996,female,75+ years,4,95751,Puerto Rico1996
Puerto Rico,1996,female,15-24 years,8,313521,Puerto Rico1996
Puerto Rico,1996,female,55-74 years,7,290912,Puerto Rico1996
Puerto Rico,1996,female,35-54 years,10,495701,Puerto Rico1996
Puerto Rico,1996,female,25-34 years,5,273883,Puerto Rico1996
Puerto Rico,1996,male,5-14 years,1,312022,Puerto Rico1996
Puerto Rico,1996,female,5-14 years,0,301180,Puerto Rico1996
Puerto Rico,1997,male,35-54 years,107,436249,Puerto Rico1997
Puerto Rico,1997,male,55-74 years,57,252076,Puerto Rico1997
Puerto Rico,1997,male,75+ years,16,75620,Puerto Rico1997
Puerto Rico,1997,male,25-34 years,36,254232,Puerto Rico1997
Puerto Rico,1997,male,15-24 years,37,315165,Puerto Rico1997
Puerto Rico,1997,female,35-54 years,12,503717,Puerto Rico1997
Puerto Rico,1997,female,55-74 years,5,297772,Puerto Rico1997
Puerto Rico,1997,female,25-34 years,1,275007,Puerto Rico1997
Puerto Rico,1997,male,5-14 years,1,311608,Puerto Rico1997
Puerto Rico,1997,female,15-24 years,1,311937,Puerto Rico1997
Puerto Rico,1997,female,5-14 years,0,300253,Puerto Rico1997
Puerto Rico,1997,female,75+ years,0,99121,Puerto Rico1997
Puerto Rico,1998,male,75+ years,32,77560,Puerto Rico1998
Puerto Rico,1998,male,35-54 years,103,442734,Puerto Rico1998
Puerto Rico,1998,male,25-34 years,55,256954,Puerto Rico1998
Puerto Rico,1998,male,55-74 years,55,257733,Puerto Rico1998
Puerto Rico,1998,male,15-24 years,42,312752,Puerto Rico1998
Puerto Rico,1998,female,55-74 years,8,305106,Puerto Rico1998
Puerto Rico,1998,female,15-24 years,8,310034,Puerto Rico1998
Puerto Rico,1998,female,35-54 years,11,511564,Puerto Rico1998
Puerto Rico,1998,female,25-34 years,3,275628,Puerto Rico1998
Puerto Rico,1998,female,75+ years,1,102476,Puerto Rico1998
Puerto Rico,1998,male,5-14 years,3,312182,Puerto Rico1998
Puerto Rico,1998,female,5-14 years,0,300111,Puerto Rico1998
Puerto Rico,1999,male,75+ years,29,79062,Puerto Rico1999
Puerto Rico,1999,male,35-54 years,103,448569,Puerto Rico1999
Puerto Rico,1999,male,55-74 years,54,263761,Puerto Rico1999
Puerto Rico,1999,male,25-34 years,48,258647,Puerto Rico1999
Puerto Rico,1999,male,15-24 years,22,310365,Puerto Rico1999
Puerto Rico,1999,female,55-74 years,11,312915,Puerto Rico1999
Puerto Rico,1999,female,75+ years,3,105573,Puerto Rico1999
Puerto Rico,1999,female,25-34 years,5,275536,Puerto Rico1999
Puerto Rico,1999,female,35-54 years,9,518263,Puerto Rico1999
Puerto Rico,1999,female,5-14 years,2,299738,Puerto Rico1999
Puerto Rico,1999,female,15-24 years,2,307757,Puerto Rico1999
Puerto Rico,1999,male,5-14 years,1,312535,Puerto Rico1999
Puerto Rico,2000,male,35-54 years,127,453001,Puerto Rico2000
Puerto Rico,2000,male,75+ years,19,80076,Puerto Rico2000
Puerto Rico,2000,male,55-74 years,57,270196,Puerto Rico2000
Puerto Rico,2000,male,25-34 years,43,258901,Puerto Rico2000
Puerto Rico,2000,male,15-24 years,32,307961,Puerto Rico2000
Puerto Rico,2000,female,25-34 years,8,274613,Puerto Rico2000
Puerto Rico,2000,female,55-74 years,7,321269,Puerto Rico2000
Puerto Rico,2000,female,35-54 years,9,523033,Puerto Rico2000
Puerto Rico,2000,female,75+ years,1,108286,Puerto Rico2000
Puerto Rico,2000,female,15-24 years,2,305040,Puerto Rico2000
Puerto Rico,2000,female,5-14 years,0,298109,Puerto Rico2000
Puerto Rico,2000,male,5-14 years,0,311462,Puerto Rico2000
Puerto Rico,2001,male,75+ years,20,81513,Puerto Rico2001
Puerto Rico,2001,male,55-74 years,61,274330,Puerto Rico2001
Puerto Rico,2001,male,35-54 years,93,452544,Puerto Rico2001
Puerto Rico,2001,male,25-34 years,41,260445,Puerto Rico2001
Puerto Rico,2001,male,15-24 years,38,306820,Puerto Rico2001
Puerto Rico,2001,female,35-54 years,15,522777,Puerto Rico2001
Puerto Rico,2001,female,75+ years,3,111602,Puerto Rico2001
Puerto Rico,2001,female,55-74 years,8,326573,Puerto Rico2001
Puerto Rico,2001,female,25-34 years,4,275480,Puerto Rico2001
Puerto Rico,2001,female,15-24 years,4,303110,Puerto Rico2001
Puerto Rico,2001,male,5-14 years,2,310009,Puerto Rico2001
Puerto Rico,2001,female,5-14 years,0,297009,Puerto Rico2001
Puerto Rico,2002,male,75+ years,22,82408,Puerto Rico2002
Puerto Rico,2002,male,35-54 years,80,451276,Puerto Rico2002
Puerto Rico,2002,male,55-74 years,47,278010,Puerto Rico2002
Puerto Rico,2002,male,25-34 years,37,261506,Puerto Rico2002
Puerto Rico,2002,male,15-24 years,16,304764,Puerto Rico2002
Puerto Rico,2002,female,25-34 years,9,275792,Puerto Rico2002
Puerto Rico,2002,female,55-74 years,10,331501,Puerto Rico2002
Puerto Rico,2002,female,35-54 years,14,521365,Puerto Rico2002
Puerto Rico,2002,female,75+ years,1,114357,Puerto Rico2002
Puerto Rico,2002,female,15-24 years,2,300542,Puerto Rico2002
Puerto Rico,2002,female,5-14 years,1,294844,Puerto Rico2002
Puerto Rico,2002,male,5-14 years,0,307586,Puerto Rico2002
Puerto Rico,2003,male,75+ years,23,82868,Puerto Rico2003
Puerto Rico,2003,male,35-54 years,102,450073,Puerto Rico2003
Puerto Rico,2003,male,55-74 years,51,280807,Puerto Rico2003
Puerto Rico,2003,male,15-24 years,34,302523,Puerto Rico2003
Puerto Rico,2003,male,25-34 years,29,261935,Puerto Rico2003
Puerto Rico,2003,female,35-54 years,11,519735,Puerto Rico2003
Puerto Rico,2003,female,15-24 years,5,298065,Puerto Rico2003
Puerto Rico,2003,female,25-34 years,3,275189,Puerto Rico2003
Puerto Rico,2003,female,55-74 years,3,335704,Puerto Rico2003
Puerto Rico,2003,male,5-14 years,1,304000,Puerto Rico2003
Puerto Rico,2003,female,5-14 years,0,291486,Puerto Rico2003
Puerto Rico,2003,female,75+ years,0,116641,Puerto Rico2003
Puerto Rico,2004,male,75+ years,28,83003,Puerto Rico2004
Puerto Rico,2004,male,35-54 years,101,449605,Puerto Rico2004
Puerto Rico,2004,male,25-34 years,49,261853,Puerto Rico2004
Puerto Rico,2004,male,55-74 years,52,282860,Puerto Rico2004
Puerto Rico,2004,male,15-24 years,25,300813,Puerto Rico2004
Puerto Rico,2004,female,25-34 years,6,273756,Puerto Rico2004
Puerto Rico,2004,female,55-74 years,6,339277,Puerto Rico2004
Puerto Rico,2004,female,35-54 years,8,518614,Puerto Rico2004
Puerto Rico,2004,female,75+ years,1,118620,Puerto Rico2004
Puerto Rico,2004,female,5-14 years,1,287120,Puerto Rico2004
Puerto Rico,2004,female,15-24 years,1,296310,Puerto Rico2004
Puerto Rico,2004,male,5-14 years,1,299631,Puerto Rico2004
Puerto Rico,2005,male,75+ years,20,82848,Puerto Rico2005
Puerto Rico,2005,male,55-74 years,61,284745,Puerto Rico2005
Puerto Rico,2005,male,35-54 years,96,449867,Puerto Rico2005
Puerto Rico,2005,male,25-34 years,39,261481,Puerto Rico2005
Puerto Rico,2005,male,15-24 years,29,299874,Puerto Rico2005
Puerto Rico,2005,female,55-74 years,13,342743,Puerto Rico2005
Puerto Rico,2005,female,35-54 years,16,517943,Puerto Rico2005
Puerto Rico,2005,female,75+ years,3,120440,Puerto Rico2005
Puerto Rico,2005,female,25-34 years,6,271874,Puerto Rico2005
Puerto Rico,2005,male,5-14 years,3,295231,Puerto Rico2005
Puerto Rico,2005,female,15-24 years,3,295371,Puerto Rico2005
Puerto Rico,2005,female,5-14 years,0,282182,Puerto Rico2005
Puerto Rico,2006,male,75+ years,18,84087,Puerto Rico2006
Puerto Rico,2006,male,55-74 years,61,287227,Puerto Rico2006
Puerto Rico,2006,male,35-54 years,90,449039,Puerto Rico2006
Puerto Rico,2006,male,25-34 years,36,262664,Puerto Rico2006
Puerto Rico,2006,male,15-24 years,38,296984,Puerto Rico2006
Puerto Rico,2006,female,35-54 years,12,515654,Puerto Rico2006
Puerto Rico,2006,female,15-24 years,4,292349,Puerto Rico2006
Puerto Rico,2006,female,55-74 years,3,346943,Puerto Rico2006
Puerto Rico,2006,female,75+ years,1,122755,Puerto Rico2006
Puerto Rico,2006,female,25-34 years,2,272125,Puerto Rico2006
Puerto Rico,2006,female,5-14 years,0,277415,Puerto Rico2006
Puerto Rico,2006,male,5-14 years,0,291794,Puerto Rico2006
Puerto Rico,2007,male,35-54 years,96,448825,Puerto Rico2007
Puerto Rico,2007,male,25-34 years,52,263585,Puerto Rico2007
Puerto Rico,2007,male,75+ years,14,84940,Puerto Rico2007
Puerto Rico,2007,male,55-74 years,47,289540,Puerto Rico2007
Puerto Rico,2007,male,15-24 years,16,294490,Puerto Rico2007
Puerto Rico,2007,female,55-74 years,14,351052,Puerto Rico2007
Puerto Rico,2007,female,35-54 years,15,513804,Puerto Rico2007
Puerto Rico,2007,female,25-34 years,6,272334,Puerto Rico2007
Puerto Rico,2007,female,15-24 years,6,289832,Puerto Rico2007
Puerto Rico,2007,female,75+ years,2,124729,Puerto Rico2007
Puerto Rico,2007,male,5-14 years,3,288317,Puerto Rico2007
Puerto Rico,2007,female,5-14 years,0,272183,Puerto Rico2007
Puerto Rico,2008,male,75+ years,22,85490,Puerto Rico2008
Puerto Rico,2008,male,35-54 years,107,449809,Puerto Rico2008
Puerto Rico,2008,male,55-74 years,65,291349,Puerto Rico2008
Puerto Rico,2008,male,25-34 years,37,264001,Puerto Rico2008
Puerto Rico,2008,male,15-24 years,21,292754,Puerto Rico2008
Puerto Rico,2008,female,55-74 years,18,354699,Puerto Rico2008
Puerto Rico,2008,female,35-54 years,16,512979,Puerto Rico2008
Puerto Rico,2008,female,25-34 years,6,272186,Puerto Rico2008
Puerto Rico,2008,female,15-24 years,5,288120,Puerto Rico2008
Puerto Rico,2008,female,75+ years,2,126441,Puerto Rico2008
Puerto Rico,2008,male,5-14 years,1,284529,Puerto Rico2008
Puerto Rico,2008,female,5-14 years,0,266454,Puerto Rico2008
Puerto Rico,2009,male,75+ years,31,85763,Puerto Rico2009
Puerto Rico,2009,male,55-74 years,82,292914,Puerto Rico2009
Puerto Rico,2009,male,35-54 years,111,451905,Puerto Rico2009
Puerto Rico,2009,male,25-34 years,51,263724,Puerto Rico2009
Puerto Rico,2009,male,15-24 years,25,291774,Puerto Rico2009
Puerto Rico,2009,female,25-34 years,7,271400,Puerto Rico2009
Puerto Rico,2009,female,35-54 years,12,513239,Puerto Rico2009
Puerto Rico,2009,female,55-74 years,7,357988,Puerto Rico2009
Puerto Rico,2009,female,15-24 years,3,287058,Puerto Rico2009
Puerto Rico,2009,male,5-14 years,1,280317,Puerto Rico2009
Puerto Rico,2009,female,5-14 years,0,260415,Puerto Rico2009
Puerto Rico,2009,female,75+ years,0,127977,Puerto Rico2009
Puerto Rico,2010,male,75+ years,24,85716,Puerto Rico2010
Puerto Rico,2010,male,35-54 years,100,454479,Puerto Rico2010
Puerto Rico,2010,male,55-74 years,60,294917,Puerto Rico2010
Puerto Rico,2010,male,25-34 years,39,262714,Puerto Rico2010
Puerto Rico,2010,male,15-24 years,18,291351,Puerto Rico2010
Puerto Rico,2010,female,55-74 years,15,361444,Puerto Rico2010
Puerto Rico,2010,female,35-54 years,20,514121,Puerto Rico2010
Puerto Rico,2010,female,75+ years,2,129428,Puerto Rico2010
Puerto Rico,2010,female,25-34 years,4,269903,Puerto Rico2010
Puerto Rico,2010,female,15-24 years,4,286261,Puerto Rico2010
Puerto Rico,2010,female,5-14 years,0,254282,Puerto Rico2010
Puerto Rico,2010,male,5-14 years,0,275763,Puerto Rico2010
Puerto Rico,2011,male,55-74 years,60,298080,Puerto Rico2011
Puerto Rico,2011,male,75+ years,17,87017,Puerto Rico2011
Puerto Rico,2011,male,35-54 years,80,455006,Puerto Rico2011
Puerto Rico,2011,male,25-34 years,42,262837,Puerto Rico2011
Puerto Rico,2011,male,15-24 years,16,289288,Puerto Rico2011
Puerto Rico,2011,female,35-54 years,22,512691,Puerto Rico2011
Puerto Rico,2011,female,25-34 years,7,269310,Puerto Rico2011
Puerto Rico,2011,female,55-74 years,7,365982,Puerto Rico2011
Puerto Rico,2011,female,15-24 years,3,283416,Puerto Rico2011
Puerto Rico,2011,female,5-14 years,2,248914,Puerto Rico2011
Puerto Rico,2011,female,75+ years,1,132081,Puerto Rico2011
Puerto Rico,2011,male,5-14 years,1,270676,Puerto Rico2011
Puerto Rico,2012,male,55-74 years,60,301891,Puerto Rico2012
Puerto Rico,2012,male,75+ years,17,88081,Puerto Rico2012
Puerto Rico,2012,male,35-54 years,71,456110,Puerto Rico2012
Puerto Rico,2012,male,15-24 years,30,287397,Puerto Rico2012
