country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year, gdp_for_year ($) ,gdp_per_capita ($)
Belize,2014,female,15-24 years,2,36364,5.5,0.715,"1,703,951,050",5448
Belize,2014,female,5-14 years,2,38337,5.22,0.715,"1,703,951,050",5448
Belize,2014,female,25-34 years,1,29287,3.41,0.715,"1,703,951,050",5448
Belize,2014,female,35-54 years,1,37789,2.65,0.715,"1,703,951,050",5448
Belize,2014,female,55-74 years,0,12866,0.0,0.715,"1,703,951,050",5448
Belize,2014,female,75+ years,0,2447,0.0,0.715,"1,703,951,050",5448
Belize,2014,male,5-14 years,0,39137,0.0,0.715,"1,703,951,050",5448
Belize,2014,male,75+ years,0,2313,0.0,0.715,"1,703,951,050",5448
Bosnia and Herzegovina,2011,male,55-74 years,2,363350,0.55,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,male,25-34 years,1,252743,0.4,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,male,35-54 years,2,549187,0.36,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,15-24 years,0,272956,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,25-34 years,0,256067,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,35-54 years,0,553980,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,5-14 years,0,246977,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,55-74 years,0,436988,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,female,75+ years,0,115955,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,male,15-24 years,0,290910,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,male,5-14 years,0,256966,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2011,male,75+ years,0,77233,0.0,0.7240000000000001,"18,644,723,861",5076
Bosnia and Herzegovina,2014,male,75+ years,37,96222,38.45,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,male,55-74 years,84,401567,20.92,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,male,35-54 years,96,534512,17.96,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,75+ years,14,141795,9.87,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,male,25-34 years,19,252546,7.52,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,35-54 years,28,554379,5.05,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,55-74 years,23,458353,5.02,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,male,15-24 years,6,274269,2.19,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,25-34 years,3,234219,1.28,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,15-24 years,2,250924,0.8,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,male,5-14 years,1,227491,0.44,0.733,"18,558,343,508",5079
Bosnia and Herzegovina,2014,female,5-14 years,0,227892,0.0,0.733,"18,558,343,508",5079
Brazil,1985,male,75+ years,129,840300,15.35,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,male,55-74 years,535,5364900,9.97,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,male,35-54 years,1011,11986300,8.43,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,male,25-34 years,791,10762900,7.35,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,male,15-24 years,661,13834000,4.78,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,75+ years,32,988100,3.24,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,55-74 years,148,5650100,2.62,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,25-34 years,269,10798700,2.49,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,35-54 years,296,12185200,2.43,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,15-24 years,280,13751800,2.04,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,female,5-14 years,41,15622900,0.26,0.5760000000000001,"222,942,790,435",1898
Brazil,1985,male,5-14 years,35,15693700,0.22,0.5760000000000001,"222,942,790,435",1898
Brazil,1990,male,75+ years,151,689024,21.92,0.608,"461,951,782,000",3516
Brazil,1990,male,55-74 years,601,5570146,10.79,0.608,"461,951,782,000",3516
Brazil,1990,male,35-54 years,1127,14165486,7.96,0.608,"461,951,782,000",3516
Brazil,1990,male,25-34 years,945,12198761,7.75,0.608,"461,951,782,000",3516
Brazil,1990,male,15-24 years,731,14568361,5.02,0.608,"461,951,782,000",3516
Brazil,1990,female,75+ years,38,1117615,3.4,0.608,"461,951,782,000",3516
Brazil,1990,female,55-74 years,196,6431086,3.05,0.608,"461,951,782,000",3516
Brazil,1990,female,35-54 years,394,14711203,2.68,0.608,"461,951,782,000",3516
Brazil,1990,female,15-24 years,304,14548740,2.09,0.608,"461,951,782,000",3516
Brazil,1990,female,25-34 years,250,12392001,2.02,0.608,"461,951,782,000",3516
Brazil,1990,male,5-14 years,34,17729894,0.19,0.608,"461,951,782,000",3516
Brazil,1990,female,5-14 years,32,17265236,0.19,0.608,"461,951,782,000",3516
Brazil,1995,male,75+ years,180,806015,22.33,0.648,"769,305,386,183",5313
Brazil,1995,male,55-74 years,812,6459129,12.57,0.648,"769,305,386,183",5313
Brazil,1995,male,35-54 years,1703,16593682,10.26,0.648,"769,305,386,183",5313
Brazil,1995,male,25-34 years,1318,13377021,9.85,0.648,"769,305,386,183",5313
Brazil,1995,male,15-24 years,1084,15852481,6.84,0.648,"769,305,386,183",5313
Brazil,1995,female,75+ years,42,1349701,3.11,0.648,"769,305,386,183",5313
Brazil,1995,female,55-74 years,208,7566176,2.75,0.648,"769,305,386,183",5313
Brazil,1995,female,35-54 years,450,17368864,2.59,0.648,"769,305,386,183",5313
Brazil,1995,female,25-34 years,318,13683822,2.32,0.648,"769,305,386,183",5313
Brazil,1995,female,15-24 years,347,15683286,2.21,0.648,"769,305,386,183",5313
Brazil,1995,male,5-14 years,38,18309246,0.21,0.648,"769,305,386,183",5313
Brazil,1995,female,5-14 years,36,17734168,0.2,0.648,"769,305,386,183",5313
Brazil,2000,male,75+ years,215,1077633,19.95,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,male,55-74 years,900,7486883,12.02,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,male,35-54 years,1989,19576126,10.16,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,male,25-34 years,1200,14100257,8.51,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,male,15-24 years,1037,17494250,5.93,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,75+ years,45,1750820,2.57,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,55-74 years,220,8779652,2.51,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,35-54 years,456,20645897,2.21,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,15-24 years,345,17175577,2.01,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,25-34 years,271,14403448,1.88,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,female,5-14 years,43,17298023,0.25,0.6829999999999999,"655,420,645,477",4156
Brazil,2000,male,5-14 years,42,17927425,0.23,0.6829999999999999,"655,420,645,477",4156
Brazil,2005,male,75+ years,297,1488505,19.95,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,male,55-74 years,1175,8908847,13.19,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,male,35-54 years,2490,22232378,11.2,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,male,25-34 years,1464,15374079,9.52,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,male,15-24 years,1247,18077858,6.9,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,35-54 years,664,23583263,2.82,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,55-74 years,259,10396739,2.49,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,25-34 years,369,15551589,2.37,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,15-24 years,405,17659079,2.29,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,75+ years,53,2343149,2.26,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,female,5-14 years,54,17107519,0.32,0.7020000000000001,"891,630,175,813",5230
Brazil,2005,male,5-14 years,52,17760955,0.29,0.7020000000000001,"891,630,175,813",5230
Brazil,2010,male,75+ years,358,1882113,19.02,0.737,"2,208,871,646,203",12161
Brazil,2010,male,55-74 years,1236,10813388,11.43,0.737,"2,208,871,646,203",12161
Brazil,2010,male,25-34 years,1832,17023785,10.76,0.737,"2,208,871,646,203",12161
Brazil,2010,male,35-54 years,2586,24501254,10.55,0.737,"2,208,871,646,203",12161
Brazil,2010,male,15-24 years,1288,17726866,7.27,0.737,"2,208,871,646,203",12161
Brazil,2010,female,35-54 years,835,26004856,3.21,0.737,"2,208,871,646,203",12161
Brazil,2010,female,55-74 years,339,12605588,2.69,0.737,"2,208,871,646,203",12161
Brazil,2010,female,75+ years,79,2940677,2.69,0.737,"2,208,871,646,203",12161
Brazil,2010,female,25-34 years,404,17054489,2.37,0.737,"2,208,871,646,203",12161
Brazil,2010,female,15-24 years,368,17237481,2.13,0.737,"2,208,871,646,203",12161
Brazil,2010,male,5-14 years,56,17242386,0.32,0.737,"2,208,871,646,203",12161
Brazil,2010,female,5-14 years,48,16596829,0.29,0.737,"2,208,871,646,203",12161
Brazil,2011,male,75+ years,352,2002447,17.58,0.742,"2,616,201,578,192",14245
Brazil,2011,male,55-74 years,1323,11208705,11.8,0.742,"2,616,201,578,192",14245
Brazil,2011,male,25-34 years,1907,17249585,11.06,0.742,"2,616,201,578,192",14245
Brazil,2011,male,35-54 years,2754,24975171,11.03,0.742,"2,616,201,578,192",14245
Brazil,2011,male,15-24 years,1335,17674787,7.55,0.742,"2,616,201,578,192",14245
Brazil,2011,female,35-54 years,805,26488792,3.04,0.742,"2,616,201,578,192",14245
Brazil,2011,female,55-74 years,352,13063915,2.69,0.742,"2,616,201,578,192",14245
Brazil,2011,female,15-24 years,413,17180849,2.4,0.742,"2,616,201,578,192",14245
Brazil,2011,female,25-34 years,400,17253232,2.32,0.742,"2,616,201,578,192",14245
Brazil,2011,female,75+ years,71,3110432,2.28,0.742,"2,616,201,578,192",14245
Brazil,2011,male,5-14 years,63,17044425,0.37,0.742,"2,616,201,578,192",14245
Brazil,2011,female,5-14 years,47,16404101,0.29,0.742,"2,616,201,578,192",14245
Brazil,2012,male,75+ years,376,2123165,17.71,0.746,"2,465,188,674,415",13283
Brazil,2012,male,55-74 years,1458,11612925,12.55,0.746,"2,465,188,674,415",13283
Brazil,2012,male,35-54 years,2885,25463652,11.33,0.746,"2,465,188,674,415",13283
Brazil,2012,male,25-34 years,1930,17418954,11.08,0.746,"2,465,188,674,415",13283
Brazil,2012,male,15-24 years,1313,17644319,7.44,0.746,"2,465,188,674,415",13283
Brazil,2012,female,35-54 years,877,26979566,3.25,0.746,"2,465,188,674,415",13283
Brazil,2012,female,55-74 years,418,13532752,3.09,0.746,"2,465,188,674,415",13283
Brazil,2012,female,25-34 years,455,17398447,2.62,0.746,"2,465,188,674,415",13283
Brazil,2012,female,75+ years,80,3285641,2.43,0.746,"2,465,188,674,415",13283
Brazil,2012,female,15-24 years,383,17145894,2.23,0.746,"2,465,188,674,415",13283
Brazil,2012,male,5-14 years,79,16810876,0.47,0.746,"2,465,188,674,415",13283
Brazil,2012,female,5-14 years,41,16175024,0.25,0.746,"2,465,188,674,415",13283
Brazil,2013,male,75+ years,370,2240434,16.51,0.752,"2,472,806,919,902",13191
Brazil,2013,male,55-74 years,1474,12036068,12.25,0.752,"2,472,806,919,902",13191
Brazil,2013,male,35-54 years,3053,25965164,11.76,0.752,"2,472,806,919,902",13191
Brazil,2013,male,25-34 years,2004,17534209,11.43,0.752,"2,472,806,919,902",13191
Brazil,2013,male,15-24 years,1317,17627508,7.47,0.752,"2,472,806,919,902",13191
Brazil,2013,female,35-54 years,897,27475364,3.26,0.752,"2,472,806,919,902",13191
Brazil,2013,female,55-74 years,433,14022927,3.09,0.752,"2,472,806,919,902",13191
Brazil,2013,female,75+ years,88,3462431,2.54,0.752,"2,472,806,919,902",13191
Brazil,2013,female,25-34 years,393,17492228,2.25,0.752,"2,472,806,919,902",13191
Brazil,2013,female,15-24 years,362,17123318,2.11,0.752,"2,472,806,919,902",13191
Brazil,2013,male,5-14 years,72,16555477,0.43,0.752,"2,472,806,919,902",13191
Brazil,2013,female,5-14 years,50,15923724,0.31,0.752,"2,472,806,919,902",13191
Brazil,2014,male,75+ years,390,2349303,16.6,0.755,"2,455,993,625,159",12975
Brazil,2014,male,55-74 years,1534,12492114,12.28,0.755,"2,455,993,625,159",12975
Brazil,2014,male,35-54 years,3050,26475231,11.52,0.755,"2,455,993,625,159",12975
Brazil,2014,male,25-34 years,1982,17601477,11.26,0.755,"2,455,993,625,159",12975
Brazil,2014,male,15-24 years,1358,17606681,7.71,0.755,"2,455,993,625,159",12975
Brazil,2014,female,35-54 years,871,27971096,3.11,0.755,"2,455,993,625,159",12975
Brazil,2014,female,55-74 years,389,14550395,2.67,0.755,"2,455,993,625,159",12975
Brazil,2014,female,25-34 years,457,17539955,2.61,0.755,"2,455,993,625,159",12975
Brazil,2014,female,75+ years,83,3634999,2.28,0.755,"2,455,993,625,159",12975
Brazil,2014,female,15-24 years,371,17094729,2.17,0.755,"2,455,993,625,159",12975
Brazil,2014,male,5-14 years,84,16299015,0.52,0.755,"2,455,993,625,159",12975
Brazil,2014,female,5-14 years,62,15670559,0.4,0.755,"2,455,993,625,159",12975
Bulgaria,1985,male,75+ years,218,166200,131.17,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,75+ years,94,222700,42.21,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,male,55-74 years,345,881600,39.13,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,male,35-54 years,278,1217500,22.83,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,55-74 years,168,952200,17.64,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,male,25-34 years,105,624800,16.81,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,male,15-24 years,77,603600,12.76,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,35-54 years,91,1228400,7.41,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,25-34 years,36,619200,5.81,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,15-24 years,31,575700,5.38,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,male,5-14 years,11,667800,1.65,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1985,female,5-14 years,2,632800,0.32,0.6859999999999999,"17,155,421,053",2044
Bulgaria,1990,male,75+ years,174,179200,97.1,0.695,"20,632,090,909",2451
Bulgaria,1990,female,75+ years,98,252100,38.87,0.695,"20,632,090,909",2451
Bulgaria,1990,male,55-74 years,294,873400,33.66,0.695,"20,632,090,909",2451
Bulgaria,1990,male,35-54 years,242,1177100,20.56,0.695,"20,632,090,909",2451
Bulgaria,1990,male,25-34 years,106,617000,17.18,0.695,"20,632,090,909",2451
Bulgaria,1990,female,55-74 years,161,986100,16.33,0.695,"20,632,090,909",2451
Bulgaria,1990,male,15-24 years,90,646500,13.92,0.695,"20,632,090,909",2451
Bulgaria,1990,female,35-54 years,86,1197400,7.18,0.695,"20,632,090,909",2451
Bulgaria,1990,female,25-34 years,30,606700,4.94,0.695,"20,632,090,909",2451
Bulgaria,1990,female,15-24 years,26,618000,4.21,0.695,"20,632,090,909",2451
Bulgaria,1990,male,5-14 years,14,649200,2.16,0.695,"20,632,090,909",2451
Bulgaria,1990,female,5-14 years,2,615800,0.32,0.695,"20,632,090,909",2451
Bulgaria,1995,male,75+ years,169,161300,104.77,0.696,"13,063,422,619",1636
Bulgaria,1995,male,55-74 years,349,866200,40.29,0.696,"13,063,422,619",1636
Bulgaria,1995,female,75+ years,83,233300,35.58,0.696,"13,063,422,619",1636
Bulgaria,1995,male,35-54 years,307,1127000,27.24,0.696,"13,063,422,619",1636
Bulgaria,1995,female,55-74 years,184,1009300,18.23,0.696,"13,063,422,619",1636
Bulgaria,1995,male,25-34 years,101,562200,17.97,0.696,"13,063,422,619",1636
Bulgaria,1995,male,15-24 years,87,627900,13.86,0.696,"13,063,422,619",1636
Bulgaria,1995,female,35-54 years,79,1162300,6.8,0.696,"13,063,422,619",1636
Bulgaria,1995,female,25-34 years,37,550300,6.72,0.696,"13,063,422,619",1636
Bulgaria,1995,female,15-24 years,24,601300,3.99,0.696,"13,063,422,619",1636
Bulgaria,1995,male,5-14 years,7,555500,1.26,0.696,"13,063,422,619",1636
Bulgaria,1995,female,5-14 years,6,527300,1.14,0.696,"13,063,422,619",1636
Bulgaria,2000,male,75+ years,180,186383,96.58,0.713,"13,153,016,531",1680
Bulgaria,2000,male,55-74 years,289,813692,35.52,0.713,"13,153,016,531",1680
Bulgaria,2000,female,75+ years,100,282130,35.44,0.713,"13,153,016,531",1680
Bulgaria,2000,male,35-54 years,371,1127394,32.91,0.713,"13,153,016,531",1680
Bulgaria,2000,male,25-34 years,102,587705,17.36,0.713,"13,153,016,531",1680
Bulgaria,2000,female,55-74 years,128,971686,13.17,0.713,"13,153,016,531",1680
Bulgaria,2000,male,15-24 years,54,605944,8.91,0.713,"13,153,016,531",1680
Bulgaria,2000,female,35-54 years,97,1165489,8.32,0.713,"13,153,016,531",1680
Bulgaria,2000,female,25-34 years,37,570536,6.49,0.713,"13,153,016,531",1680
Bulgaria,2000,female,15-24 years,20,575493,3.48,0.713,"13,153,016,531",1680
Bulgaria,2000,male,5-14 years,5,482907,1.04,0.713,"13,153,016,531",1680
Bulgaria,2000,female,5-14 years,0,459736,0.0,0.713,"13,153,016,531",1680
Bulgaria,2005,male,75+ years,126,209811,60.05,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,male,55-74 years,269,807787,33.3,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,75+ years,71,331686,21.41,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,male,35-54 years,214,1068843,20.02,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,male,25-34 years,76,583573,13.02,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,55-74 years,84,978437,8.59,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,male,15-24 years,39,540814,7.21,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,35-54 years,56,1085400,5.16,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,15-24 years,20,513893,3.89,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,25-34 years,21,559525,3.75,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,female,5-14 years,3,352518,0.85,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2005,male,5-14 years,3,371764,0.81,0.7490000000000001,"29,636,617,750",4003
Bulgaria,2010,male,75+ years,137,224566,61.01,0.773,"50,610,058,210",7066
Bulgaria,2010,male,55-74 years,217,799085,27.16,0.773,"50,610,058,210",7066
Bulgaria,2010,male,35-54 years,202,1058086,19.09,0.773,"50,610,058,210",7066
Bulgaria,2010,female,75+ years,60,366672,16.36,0.773,"50,610,058,210",7066
Bulgaria,2010,male,25-34 years,57,566462,10.06,0.773,"50,610,058,210",7066
Bulgaria,2010,female,55-74 years,74,979427,7.56,0.773,"50,610,058,210",7066
Bulgaria,2010,male,15-24 years,35,467481,7.49,0.773,"50,610,058,210",7066
Bulgaria,2010,female,35-54 years,57,1061049,5.37,0.773,"50,610,058,210",7066
Bulgaria,2010,female,25-34 years,11,537199,2.05,0.773,"50,610,058,210",7066
Bulgaria,2010,female,15-24 years,8,444943,1.8,0.773,"50,610,058,210",7066
Bulgaria,2010,male,5-14 years,1,338094,0.3,0.773,"50,610,058,210",7066
Bulgaria,2010,female,5-14 years,0,319676,0.0,0.773,"50,610,058,210",7066
Bulgaria,2011,male,75+ years,98,226843,43.2,0.775,"57,418,414,504",8137
Bulgaria,2011,male,55-74 years,209,813732,25.68,0.775,"57,418,414,504",8137
Bulgaria,2011,male,35-54 years,201,1054285,19.07,0.775,"57,418,414,504",8137
Bulgaria,2011,female,75+ years,48,372993,12.87,0.775,"57,418,414,504",8137
Bulgaria,2011,male,25-34 years,59,543115,10.86,0.775,"57,418,414,504",8137
Bulgaria,2011,male,15-24 years,36,442991,8.13,0.775,"57,418,414,504",8137
Bulgaria,2011,female,55-74 years,51,990352,5.15,0.775,"57,418,414,504",8137
Bulgaria,2011,female,35-54 years,41,1036483,3.96,0.775,"57,418,414,504",8137
Bulgaria,2011,female,15-24 years,11,419980,2.62,0.775,"57,418,414,504",8137
Bulgaria,2011,female,25-34 years,7,509076,1.38,0.775,"57,418,414,504",8137
Bulgaria,2011,male,5-14 years,2,332601,0.6,0.775,"57,418,414,504",8137
Bulgaria,2011,female,5-14 years,0,314076,0.0,0.775,"57,418,414,504",8137
Bulgaria,2012,male,75+ years,140,228793,61.19,0.778,"53,903,022,339",7745
Bulgaria,2012,male,55-74 years,244,828882,29.44,0.778,"53,903,022,339",7745
Bulgaria,2012,male,35-54 years,181,1052298,17.2,0.778,"53,903,022,339",7745
Bulgaria,2012,female,75+ years,61,378562,16.11,0.778,"53,903,022,339",7745
Bulgaria,2012,male,25-34 years,62,520738,11.91,0.778,"53,903,022,339",7745
Bulgaria,2012,male,15-24 years,45,418715,10.75,0.778,"53,903,022,339",7745
Bulgaria,2012,female,55-74 years,65,1000743,6.5,0.778,"53,903,022,339",7745
Bulgaria,2012,female,35-54 years,46,1014327,4.54,0.778,"53,903,022,339",7745
Bulgaria,2012,female,15-24 years,14,394971,3.54,0.778,"53,903,022,339",7745
Bulgaria,2012,female,25-34 years,13,482889,2.69,0.778,"53,903,022,339",7745
Bulgaria,2012,male,5-14 years,1,328547,0.3,0.778,"53,903,022,339",7745
Bulgaria,2012,female,5-14 years,0,310187,0.0,0.778,"53,903,022,339",7745
Bulgaria,2013,male,75+ years,113,228209,49.52,0.779,"55,758,754,072",8057
Bulgaria,2013,male,55-74 years,207,831118,24.91,0.779,"55,758,754,072",8057
Bulgaria,2013,male,35-54 years,164,1052928,15.58,0.779,"55,758,754,072",8057
Bulgaria,2013,female,75+ years,47,380633,12.35,0.779,"55,758,754,072",8057
Bulgaria,2013,male,25-34 years,56,514523,10.88,0.779,"55,758,754,072",8057
Bulgaria,2013,male,15-24 years,32,397784,8.04,0.779,"55,758,754,072",8057
Bulgaria,2013,female,55-74 years,41,1002925,4.09,0.779,"55,758,754,072",8057
Bulgaria,2013,female,35-54 years,41,1012070,4.05,0.779,"55,758,754,072",8057
Bulgaria,2013,female,25-34 years,12,477076,2.52,0.779,"55,758,754,072",8057
Bulgaria,2013,female,15-24 years,6,374785,1.6,0.779,"55,758,754,072",8057
Bulgaria,2013,female,5-14 years,1,315034,0.32,0.779,"55,758,754,072",8057
Bulgaria,2013,male,5-14 years,1,333559,0.3,0.779,"55,758,754,072",8057
Bulgaria,2014,male,75+ years,120,227129,52.83,0.782,"56,731,990,232",8241
Bulgaria,2014,male,55-74 years,194,833666,23.27,0.782,"56,731,990,232",8241
Bulgaria,2014,female,75+ years,67,382347,17.52,0.782,"56,731,990,232",8241
Bulgaria,2014,male,35-54 years,156,1052572,14.82,0.782,"56,731,990,232",8241
Bulgaria,2014,male,25-34 years,47,508827,9.24,0.782,"56,731,990,232",8241
Bulgaria,2014,male,15-24 years,33,378681,8.71,0.782,"56,731,990,232",8241
Bulgaria,2014,female,55-74 years,54,1005439,5.37,0.782,"56,731,990,232",8241
Bulgaria,2014,female,35-54 years,33,1009528,3.27,0.782,"56,731,990,232",8241
Bulgaria,2014,female,25-34 years,13,472176,2.75,0.782,"56,731,990,232",8241
Bulgaria,2014,female,15-24 years,5,356406,1.4,0.782,"56,731,990,232",8241
Bulgaria,2014,male,5-14 years,2,337969,0.59,0.782,"56,731,990,232",8241
Bulgaria,2014,female,5-14 years,0,319134,0.0,0.782,"56,731,990,232",8241
Canada,1985,male,75+ years,111,390200,28.45,0.8270000000000001,"364,756,499,451",15522
Canada,1985,male,55-74 years,502,1841000,27.27,0.8270000000000001,"364,756,499,451",15522
Canada,1985,male,25-34 years,605,2240500,27.0,0.8270000000000001,"364,756,499,451",15522
Canada,1985,male,35-54 years,774,3046800,25.4,0.8270000000000001,"364,756,499,451",15522
Canada,1985,male,15-24 years,560,2224600,25.17,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,35-54 years,255,3025600,8.43,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,55-74 years,166,2092200,7.93,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,25-34 years,148,2257500,6.56,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,75+ years,34,642900,5.29,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,15-24 years,85,2143200,3.97,0.8270000000000001,"364,756,499,451",15522
Canada,1985,male,5-14 years,13,1844400,0.7,0.8270000000000001,"364,756,499,451",15522
Canada,1985,female,5-14 years,5,1751000,0.29,0.8270000000000001,"364,756,499,451",15522
Canada,1990,male,75+ years,149,459600,32.42,0.8490000000000001,"593,929,550,908",24041
Canada,1990,male,25-34 years,703,2372600,29.63,0.8490000000000001,"593,929,550,908",24041
Canada,1990,male,35-54 years,884,3483200,25.38,0.8490000000000001,"593,929,550,908",24041
Canada,1990,male,15-24 years,484,1970600,24.56,0.8490000000000001,"593,929,550,908",24041
Canada,1990,male,55-74 years,430,1969600,21.83,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,35-54 years,293,3506700,8.36,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,25-34 years,154,2388600,6.45,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,55-74 years,125,2216700,5.64,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,15-24 years,94,1888000,4.98,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,75+ years,32,768500,4.16,0.8490000000000001,"593,929,550,908",24041
Canada,1990,male,5-14 years,23,1882100,1.22,0.8490000000000001,"593,929,550,908",24041
Canada,1990,female,5-14 years,7,1798200,0.39,0.8490000000000001,"593,929,550,908",24041
Canada,1995,male,25-34 years,744,2489100,29.89,0.861,"604,031,623,433",21871
Canada,1995,male,35-54 years,1264,4316200,29.29,0.861,"604,031,623,433",21871
Canada,1995,male,75+ years,146,549900,26.55,0.861,"604,031,623,433",21871
Canada,1995,male,15-24 years,507,2051200,24.72,0.861,"604,031,623,433",21871
Canada,1995,male,55-74 years,473,2193400,21.56,0.861,"604,031,623,433",21871
Canada,1995,female,35-54 years,363,4287400,8.47,0.861,"604,031,623,433",21871
Canada,1995,female,55-74 years,157,2403700,6.53,0.861,"604,031,623,433",21871
Canada,1995,female,25-34 years,141,2431800,5.8,0.861,"604,031,623,433",21871
Canada,1995,female,15-24 years,96,1972700,4.87,0.861,"604,031,623,433",21871
Canada,1995,female,75+ years,34,921200,3.69,0.861,"604,031,623,433",21871
Canada,1995,male,5-14 years,22,2045200,1.08,0.861,"604,031,623,433",21871
Canada,1995,female,5-14 years,21,1956700,1.07,0.861,"604,031,623,433",21871
Canada,2000,male,35-54 years,1254,4840239,25.91,0.867,"742,293,448,253",25589
Canada,2000,male,75+ years,146,644375,22.66,0.867,"742,293,448,253",25589
Canada,2000,male,25-34 years,484,2226742,21.74,0.867,"742,293,448,253",25589
Canada,2000,male,15-24 years,430,2131117,20.18,0.867,"742,293,448,253",25589
