country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year, gdp_for_year ($) ,gdp_per_capita ($)
Albania,1995,male,25-34 years,13,232900,5.58,0.619,"2,424,499,009",835
Albania,1995,male,55-74 years,9,178000,5.06,0.619,"2,424,499,009",835
Albania,1995,female,75+ years,2,40800,4.9,0.619,"2,424,499,009",835
Albania,1995,female,15-24 years,13,283500,4.59,0.619,"2,424,499,009",835
Albania,1995,male,15-24 years,11,241200,4.56,0.619,"2,424,499,009",835
Albania,1995,male,75+ years,1,25100,3.98,0.619,"2,424,499,009",835
Albania,1995,male,35-54 years,14,375900,3.72,0.619,"2,424,499,009",835
Albania,1995,female,25-34 years,7,264000,2.65,0.619,"2,424,499,009",835
Albania,1995,female,35-54 years,8,356400,2.24,0.619,"2,424,499,009",835
Albania,1995,male,5-14 years,6,376500,1.59,0.619,"2,424,499,009",835
Albania,1995,female,55-74 years,2,180400,1.11,0.619,"2,424,499,009",835
Albania,1995,female,5-14 years,2,348700,0.57,0.619,"2,424,499,009",835
Albania,2000,male,25-34 years,17,232000,7.33,0.6559999999999999,"3,632,043,908",1299
Albania,2000,male,55-74 years,10,177400,5.64,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,75+ years,2,37800,5.29,0.6559999999999999,"3,632,043,908",1299
Albania,2000,male,75+ years,1,24900,4.02,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,15-24 years,6,263900,2.27,0.6559999999999999,"3,632,043,908",1299
Albania,2000,male,15-24 years,5,240000,2.08,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,35-54 years,5,332200,1.51,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,25-34 years,3,245800,1.22,0.6559999999999999,"3,632,043,908",1299
Albania,2000,male,35-54 years,4,374700,1.07,0.6559999999999999,"3,632,043,908",1299
Albania,2000,male,5-14 years,1,374900,0.27,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,5-14 years,0,324700,0.0,0.6559999999999999,"3,632,043,908",1299
Albania,2000,female,55-74 years,0,168000,0.0,0.6559999999999999,"3,632,043,908",1299
Albania,2005,female,15-24 years,0,281922,0.0,0.695,"8,158,548,717",2931
Albania,2005,female,25-34 years,0,190745,0.0,0.695,"8,158,548,717",2931
Albania,2005,female,35-54 years,0,386513,0.0,0.695,"8,158,548,717",2931
Albania,2005,female,5-14 years,0,276559,0.0,0.695,"8,158,548,717",2931
Albania,2005,female,55-74 years,0,210998,0.0,0.695,"8,158,548,717",2931
Albania,2005,female,75+ years,0,53191,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,15-24 years,0,281675,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,25-34 years,0,177519,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,35-54 years,0,380242,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,5-14 years,0,291367,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,55-74 years,0,214118,0.0,0.695,"8,158,548,717",2931
Albania,2005,male,75+ years,0,38471,0.0,0.695,"8,158,548,717",2931
Albania,2010,male,55-74 years,20,241852,8.27,0.722,"11,926,953,259",4359
Albania,2010,male,35-54 years,20,371611,5.38,0.722,"11,926,953,259",4359
Albania,2010,male,25-34 years,9,179720,5.01,0.722,"11,926,953,259",4359
Albania,2010,male,75+ years,2,50767,3.94,0.722,"11,926,953,259",4359
Albania,2010,male,15-24 years,10,279508,3.58,0.722,"11,926,953,259",4359
Albania,2010,female,25-34 years,6,183579,3.27,0.722,"11,926,953,259",4359
Albania,2010,female,75+ years,2,64415,3.1,0.722,"11,926,953,259",4359
Albania,2010,female,35-54 years,12,394593,3.04,0.722,"11,926,953,259",4359
Albania,2010,female,55-74 years,7,241491,2.9,0.722,"11,926,953,259",4359
Albania,2010,female,15-24 years,6,263581,2.28,0.722,"11,926,953,259",4359
Albania,2010,female,5-14 years,2,223969,0.89,0.722,"11,926,953,259",4359
Albania,2010,male,5-14 years,0,240939,0.0,0.722,"11,926,953,259",4359
Antigua and Barbuda,2012,female,15-24 years,0,8435,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,female,25-34 years,0,7215,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,female,35-54 years,0,15193,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,female,5-14 years,0,8401,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,female,55-74 years,0,5512,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,female,75+ years,0,1625,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,15-24 years,0,7893,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,25-34 years,0,6629,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,35-54 years,0,13280,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,5-14 years,0,8475,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,55-74 years,0,4994,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2012,male,75+ years,0,1051,0.0,0.7809999999999999,"1,211,411,704",13657
Antigua and Barbuda,2013,female,15-24 years,0,8494,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,female,25-34 years,0,7397,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,female,35-54 years,0,15236,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,female,5-14 years,0,8353,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,female,55-74 years,0,5787,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,female,75+ years,0,1652,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,15-24 years,0,8061,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,25-34 years,0,6782,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,35-54 years,0,13302,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,5-14 years,0,8405,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,55-74 years,0,5238,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2013,male,75+ years,0,1072,0.0,0.7809999999999999,"1,192,925,407",13287
Antigua and Barbuda,2014,female,15-24 years,0,8537,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,female,25-34 years,0,7578,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,female,35-54 years,0,15273,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,female,5-14 years,0,8296,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,female,55-74 years,0,6085,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,female,75+ years,0,1686,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,15-24 years,0,8208,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,25-34 years,0,6928,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,35-54 years,0,13325,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,5-14 years,0,8335,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,55-74 years,0,5503,0.0,0.7829999999999999,"1,280,133,333",14093
Antigua and Barbuda,2014,male,75+ years,0,1083,0.0,0.7829999999999999,"1,280,133,333",14093
Argentina,1985,male,75+ years,202,363000,55.65,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,male,55-74 years,485,1997000,24.29,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,male,35-54 years,414,3346300,12.37,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,55-74 years,210,2304000,9.11,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,male,25-34 years,177,2234200,7.92,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,75+ years,41,537000,7.64,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,male,15-24 years,156,2415200,6.46,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,35-54 years,142,3355300,4.23,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,25-34 years,65,2185200,2.97,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,15-24 years,69,2354200,2.93,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,male,5-14 years,16,3044200,0.53,0.6940000000000001,"88,416,668,900",3264
Argentina,1985,female,5-14 years,11,2955200,0.37,0.6940000000000001,"88,416,668,900",3264
Argentina,1990,male,75+ years,226,411100,54.97,0.705,"141,352,368,715",4859
Argentina,1990,male,55-74 years,502,2128000,23.59,0.705,"141,352,368,715",4859
Argentina,1990,male,35-54 years,439,3619000,12.13,0.705,"141,352,368,715",4859
Argentina,1990,female,75+ years,61,643000,9.49,0.705,"141,352,368,715",4859
Argentina,1990,male,25-34 years,182,2297000,7.92,0.705,"141,352,368,715",4859
Argentina,1990,female,55-74 years,190,2477000,7.67,0.705,"141,352,368,715",4859
Argentina,1990,male,15-24 years,174,2635000,6.6,0.705,"141,352,368,715",4859
Argentina,1990,female,35-54 years,163,3622000,4.5,0.705,"141,352,368,715",4859
Argentina,1990,female,15-24 years,91,2568000,3.54,0.705,"141,352,368,715",4859
Argentina,1990,female,25-34 years,76,2251000,3.38,0.705,"141,352,368,715",4859
Argentina,1990,male,5-14 years,22,3269000,0.67,0.705,"141,352,368,715",4859
Argentina,1990,female,5-14 years,14,3171000,0.44,0.705,"141,352,368,715",4859
Argentina,1995,male,75+ years,190,433800,43.8,0.731,"258,031,750,000",8232
Argentina,1995,male,55-74 years,515,2214000,23.26,0.731,"258,031,750,000",8232
Argentina,1995,male,35-54 years,485,3787800,12.8,0.731,"258,031,750,000",8232
Argentina,1995,male,25-34 years,218,2404900,9.06,0.731,"258,031,750,000",8232
Argentina,1995,male,15-24 years,277,3112100,8.9,0.731,"258,031,750,000",8232
Argentina,1995,female,75+ years,49,742200,6.6,0.731,"258,031,750,000",8232
Argentina,1995,female,55-74 years,134,2625900,5.1,0.731,"258,031,750,000",8232
Argentina,1995,female,35-54 years,139,3950100,3.52,0.731,"258,031,750,000",8232
Argentina,1995,female,15-24 years,101,3053300,3.31,0.731,"258,031,750,000",8232
Argentina,1995,female,25-34 years,62,2396900,2.59,0.731,"258,031,750,000",8232
Argentina,1995,female,5-14 years,19,3261100,0.58,0.731,"258,031,750,000",8232
Argentina,1995,male,5-14 years,15,3363300,0.45,0.731,"258,031,750,000",8232
Argentina,2000,male,75+ years,232,525161,44.18,0.762,"284,203,750,000",8462
Argentina,2000,male,55-74 years,602,2333377,25.8,0.762,"284,203,750,000",8462
Argentina,2000,male,35-54 years,578,4096814,14.11,0.762,"284,203,750,000",8462
Argentina,2000,male,15-24 years,463,3306109,14.0,0.762,"284,203,750,000",8462
Argentina,2000,male,25-34 years,331,2602314,12.72,0.762,"284,203,750,000",8462
Argentina,2000,female,55-74 years,133,2760512,4.82,0.762,"284,203,750,000",8462
Argentina,2000,female,75+ years,43,941957,4.56,0.762,"284,203,750,000",8462
Argentina,2000,female,35-54 years,174,4253771,4.09,0.762,"284,203,750,000",8462
Argentina,2000,female,15-24 years,116,3249247,3.57,0.762,"284,203,750,000",8462
Argentina,2000,female,25-34 years,63,2617723,2.41,0.762,"284,203,750,000",8462
Argentina,2000,female,5-14 years,21,3396135,0.62,0.762,"284,203,750,000",8462
Argentina,2000,male,5-14 years,18,3502413,0.51,0.762,"284,203,750,000",8462
Argentina,2005,male,75+ years,225,601176,37.43,0.775,"198,737,095,012",5590
Argentina,2005,male,55-74 years,489,2505136,19.52,0.775,"198,737,095,012",5590
Argentina,2005,male,15-24 years,638,3343414,19.08,0.775,"198,737,095,012",5590
Argentina,2005,male,25-34 years,451,3004991,15.01,0.775,"198,737,095,012",5590
Argentina,2005,male,35-54 years,539,4336453,12.43,0.775,"198,737,095,012",5590
Argentina,2005,female,55-74 years,161,2943135,5.47,0.775,"198,737,095,012",5590
Argentina,2005,female,75+ years,59,1101024,5.36,0.775,"198,737,095,012",5590
Argentina,2005,female,15-24 years,148,3260468,4.54,0.775,"198,737,095,012",5590
Argentina,2005,female,35-54 years,171,4500787,3.8,0.775,"198,737,095,012",5590
Argentina,2005,female,25-34 years,104,3011376,3.45,0.775,"198,737,095,012",5590
Argentina,2005,male,5-14 years,52,3528848,1.47,0.775,"198,737,095,012",5590
Argentina,2005,female,5-14 years,21,3413809,0.62,0.775,"198,737,095,012",5590
Argentina,2010,male,75+ years,206,657096,31.35,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,male,15-24 years,683,3455127,19.77,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,male,25-34 years,485,3237957,14.98,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,male,55-74 years,397,2740656,14.49,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,male,35-54 years,573,4648068,12.33,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,15-24 years,150,3358103,4.47,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,35-54 years,162,4804030,3.37,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,25-34 years,101,3210247,3.15,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,55-74 years,99,3212253,3.08,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,75+ years,34,1234182,2.75,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,male,5-14 years,33,3570316,0.92,0.8109999999999999,"423,627,422,092",11273
Argentina,2010,female,5-14 years,20,3450419,0.58,0.8109999999999999,"423,627,422,092",11273
Argentina,2011,male,75+ years,178,674738,26.38,0.818,"530,163,281,575",13946
Argentina,2011,male,15-24 years,693,3471151,19.96,0.818,"530,163,281,575",13946
Argentina,2011,male,25-34 years,510,3258804,15.65,0.818,"530,163,281,575",13946
Argentina,2011,male,55-74 years,416,2788575,14.92,0.818,"530,163,281,575",13946
Argentina,2011,male,35-54 years,504,4738525,10.64,0.818,"530,163,281,575",13946
Argentina,2011,female,15-24 years,172,3372659,5.1,0.818,"530,163,281,575",13946
Argentina,2011,female,35-54 years,157,4893085,3.21,0.818,"530,163,281,575",13946
Argentina,2011,female,25-34 years,102,3224774,3.16,0.818,"530,163,281,575",13946
Argentina,2011,female,55-74 years,93,3268753,2.85,0.818,"530,163,281,575",13946
Argentina,2011,female,75+ years,30,1260121,2.38,0.818,"530,163,281,575",13946
Argentina,2011,female,5-14 years,29,3472180,0.84,0.818,"530,163,281,575",13946
Argentina,2011,male,5-14 years,28,3592374,0.78,0.818,"530,163,281,575",13946
Argentina,2012,male,75+ years,225,688560,32.68,0.831,"545,982,375,701",14203
Argentina,2012,male,15-24 years,745,3480902,21.4,0.831,"545,982,375,701",14203
Argentina,2012,male,25-34 years,616,3268154,18.85,0.831,"545,982,375,701",14203
Argentina,2012,male,55-74 years,451,2839783,15.88,0.831,"545,982,375,701",14203
Argentina,2012,male,35-54 years,554,4841057,11.44,0.831,"545,982,375,701",14203
Argentina,2012,female,15-24 years,204,3380770,6.03,0.831,"545,982,375,701",14203
Argentina,2012,female,35-54 years,164,4993138,3.28,0.831,"545,982,375,701",14203
Argentina,2012,female,55-74 years,108,3328463,3.24,0.831,"545,982,375,701",14203
Argentina,2012,female,25-34 years,102,3228400,3.16,0.831,"545,982,375,701",14203
Argentina,2012,female,75+ years,33,1282726,2.57,0.831,"545,982,375,701",14203
Argentina,2012,male,5-14 years,29,3615254,0.8,0.831,"545,982,375,701",14203
Argentina,2012,female,5-14 years,17,3494571,0.49,0.831,"545,982,375,701",14203
Argentina,2013,male,75+ years,168,699046,24.03,0.833,"552,025,140,252",14206
Argentina,2013,male,15-24 years,696,3486661,19.96,0.833,"552,025,140,252",14206
Argentina,2013,male,25-34 years,499,3271373,15.25,0.833,"552,025,140,252",14206
Argentina,2013,male,55-74 years,398,2894129,13.75,0.833,"552,025,140,252",14206
Argentina,2013,male,35-54 years,604,4950850,12.2,0.833,"552,025,140,252",14206
Argentina,2013,female,15-24 years,167,3384642,4.93,0.833,"552,025,140,252",14206
Argentina,2013,female,25-34 years,102,3226464,3.16,0.833,"552,025,140,252",14206
Argentina,2013,female,35-54 years,157,5099167,3.08,0.833,"552,025,140,252",14206
Argentina,2013,female,55-74 years,102,3390673,3.01,0.833,"552,025,140,252",14206
Argentina,2013,female,75+ years,29,1303352,2.23,0.833,"552,025,140,252",14206
Argentina,2013,female,5-14 years,32,3515742,0.91,0.833,"552,025,140,252",14206
Argentina,2013,male,5-14 years,33,3637026,0.91,0.833,"552,025,140,252",14206
Argentina,2014,male,75+ years,192,706897,27.16,0.836,"526,319,673,732",13400
Argentina,2014,male,15-24 years,738,3492454,21.13,0.836,"526,319,673,732",13400
Argentina,2014,male,25-34 years,531,3276955,16.2,0.836,"526,319,673,732",13400
Argentina,2014,male,55-74 years,405,2951616,13.72,0.836,"526,319,673,732",13400
Argentina,2014,male,35-54 years,644,5060862,12.73,0.836,"526,319,673,732",13400
Argentina,2014,female,15-24 years,204,3388324,6.02,0.836,"526,319,673,732",13400
Argentina,2014,female,35-54 years,196,5203634,3.77,0.836,"526,319,673,732",13400
Argentina,2014,female,25-34 years,118,3227239,3.66,0.836,"526,319,673,732",13400
Argentina,2014,female,55-74 years,109,3454994,3.15,0.836,"526,319,673,732",13400
Argentina,2014,female,75+ years,25,1323654,1.89,0.836,"526,319,673,732",13400
Argentina,2014,female,5-14 years,35,3533961,0.99,0.836,"526,319,673,732",13400
Argentina,2014,male,5-14 years,34,3655965,0.93,0.836,"526,319,673,732",13400
Armenia,1990,male,35-54 years,25,332700,7.51,0.632,"2,256,838,858",756
Armenia,1990,male,75+ years,2,26900,7.43,0.632,"2,256,838,858",756
Armenia,1990,male,55-74 years,11,183800,5.98,0.632,"2,256,838,858",756
Armenia,1990,male,25-34 years,16,307100,5.21,0.632,"2,256,838,858",756
Armenia,1990,female,35-54 years,15,358000,4.19,0.632,"2,256,838,858",756
Armenia,1990,male,15-24 years,10,272500,3.67,0.632,"2,256,838,858",756
Armenia,1990,female,55-74 years,6,224100,2.68,0.632,"2,256,838,858",756
Armenia,1990,female,75+ years,1,48900,2.04,0.632,"2,256,838,858",756
Armenia,1990,female,25-34 years,4,320700,1.25,0.632,"2,256,838,858",756
Armenia,1990,female,15-24 years,3,258500,1.16,0.632,"2,256,838,858",756
Armenia,1990,female,5-14 years,0,316900,0.0,0.632,"2,256,838,858",756
Armenia,1990,male,5-14 years,0,333600,0.0,0.632,"2,256,838,858",756
Armenia,1995,male,55-74 years,29,242300,11.97,0.605,"1,468,317,350",426
Armenia,1995,male,35-54 years,32,395200,8.1,0.605,"1,468,317,350",426
Armenia,1995,male,25-34 years,21,289500,7.25,0.605,"1,468,317,350",426
Armenia,1995,male,75+ years,2,28000,7.14,0.605,"1,468,317,350",426
Armenia,1995,female,75+ years,2,51400,3.89,0.605,"1,468,317,350",426
Armenia,1995,female,55-74 years,11,295200,3.73,0.605,"1,468,317,350",426
Armenia,1995,female,25-34 years,11,313300,3.51,0.605,"1,468,317,350",426
Armenia,1995,male,15-24 years,10,313600,3.19,0.605,"1,468,317,350",426
Armenia,1995,female,35-54 years,8,453600,1.76,0.605,"1,468,317,350",426
Armenia,1995,female,15-24 years,3,303200,0.99,0.605,"1,468,317,350",426
Armenia,1995,male,5-14 years,1,388200,0.26,0.605,"1,468,317,350",426
Armenia,1995,female,5-14 years,0,369700,0.0,0.605,"1,468,317,350",426
Armenia,2000,male,75+ years,4,37600,10.64,0.648,"1,911,563,665",530
Armenia,2000,female,75+ years,5,66500,7.52,0.648,"1,911,563,665",530
Armenia,2000,male,55-74 years,14,234300,5.98,0.648,"1,911,563,665",530
Armenia,2000,male,35-54 years,18,481100,3.74,0.648,"1,911,563,665",530
Armenia,2000,male,25-34 years,5,283300,1.76,0.648,"1,911,563,665",530
Armenia,2000,male,15-24 years,6,358000,1.68,0.648,"1,911,563,665",530
Armenia,2000,female,25-34 years,4,280400,1.43,0.648,"1,911,563,665",530
Armenia,2000,female,55-74 years,4,292700,1.37,0.648,"1,911,563,665",530
Armenia,2000,female,35-54 years,1,555300,0.18,0.648,"1,911,563,665",530
Armenia,2000,female,15-24 years,0,341100,0.0,0.648,"1,911,563,665",530
Armenia,2000,female,5-14 years,0,328000,0.0,0.648,"1,911,563,665",530
Armenia,2000,male,5-14 years,0,348200,0.0,0.648,"1,911,563,665",530
Armenia,2010,male,75+ years,6,52333,11.47,0.721,"9,260,284,938",3460
Armenia,2010,male,55-74 years,13,193100,6.73,0.721,"9,260,284,938",3460
Armenia,2010,male,25-34 years,10,202936,4.93,0.721,"9,260,284,938",3460
Armenia,2010,male,35-54 years,15,346739,4.33,0.721,"9,260,284,938",3460
Armenia,2010,male,15-24 years,8,252152,3.17,0.721,"9,260,284,938",3460
Armenia,2010,female,55-74 years,7,253182,2.76,0.721,"9,260,284,938",3460
Armenia,2010,female,75+ years,2,81770,2.45,0.721,"9,260,284,938",3460
Armenia,2010,female,5-14 years,2,167142,1.2,0.721,"9,260,284,938",3460
Armenia,2010,female,35-54 years,5,427571,1.17,0.721,"9,260,284,938",3460
Armenia,2010,male,5-14 years,2,191722,1.04,0.721,"9,260,284,938",3460
Armenia,2010,female,15-24 years,2,270727,0.74,0.721,"9,260,284,938",3460
Armenia,2010,female,25-34 years,1,236851,0.42,0.721,"9,260,284,938",3460
Armenia,2011,female,75+ years,6,86643,6.92,0.723,"10,142,111,334",3798
Armenia,2011,male,35-54 years,23,341199,6.74,0.723,"10,142,111,334",3798
Armenia,2011,male,55-74 years,11,194982,5.64,0.723,"10,142,111,334",3798
Armenia,2011,male,25-34 years,8,209914,3.81,0.723,"10,142,111,334",3798
Armenia,2011,male,75+ years,2,55565,3.6,0.723,"10,142,111,334",3798
Armenia,2011,male,15-24 years,7,245227,2.85,0.723,"10,142,111,334",3798
Armenia,2011,female,15-24 years,4,259823,1.54,0.723,"10,142,111,334",3798
Armenia,2011,female,55-74 years,3,256541,1.17,0.723,"10,142,111,334",3798
Armenia,2011,female,35-54 years,3,422179,0.71,0.723,"10,142,111,334",3798
Armenia,2011,female,25-34 years,0,244912,0.0,0.723,"10,142,111,334",3798
Armenia,2011,female,5-14 years,0,164004,0.0,0.723,"10,142,111,334",3798
Armenia,2011,male,5-14 years,0,189377,0.0,0.723,"10,142,111,334",3798
Armenia,2012,male,75+ years,5,56598,8.83,0.728,"10,619,320,049",3773
Armenia,2012,male,35-54 years,26,376743,6.9,0.728,"10,619,320,049",3773
Armenia,2012,male,55-74 years,11,212482,5.18,0.728,"10,619,320,049",3773
Armenia,2012,male,25-34 years,11,245443,4.48,0.728,"10,619,320,049",3773
Armenia,2012,female,75+ years,3,91237,3.29,0.728,"10,619,320,049",3773
Armenia,2012,male,15-24 years,5,255119,1.96,0.728,"10,619,320,049",3773
Armenia,2012,female,35-54 years,7,428953,1.63,0.728,"10,619,320,049",3773
Armenia,2012,female,25-34 years,4,259768,1.54,0.728,"10,619,320,049",3773
Armenia,2012,female,55-74 years,4,273394,1.46,0.728,"10,619,320,049",3773
Armenia,2012,female,15-24 years,2,255088,0.78,0.728,"10,619,320,049",3773
Armenia,2012,male,5-14 years,1,192409,0.52,0.728,"10,619,320,049",3773
Armenia,2012,female,5-14 years,0,167066,0.0,0.728,"10,619,320,049",3773
Armenia,2013,male,75+ years,7,58640,11.94,0.731,"11,121,465,767",3957
Armenia,2013,female,75+ years,6,95093,6.31,0.731,"11,121,465,767",3957
Armenia,2013,male,55-74 years,11,218063,5.04,0.731,"11,121,465,767",3957
Armenia,2013,female,55-74 years,11,280566,3.92,0.731,"11,121,465,767",3957
Armenia,2013,male,25-34 years,9,250487,3.59,0.731,"11,121,465,767",3957
Armenia,2013,male,35-54 years,13,370440,3.51,0.731,"11,121,465,767",3957
Armenia,2013,female,35-54 years,6,423841,1.42,0.731,"11,121,465,767",3957
Armenia,2013,male,15-24 years,2,243687,0.82,0.731,"11,121,465,767",3957
Armenia,2013,male,5-14 years,1,193754,0.52,0.731,"11,121,465,767",3957
Armenia,2013,female,15-24 years,1,242386,0.41,0.731,"11,121,465,767",3957
Armenia,2013,female,25-34 years,0,265616,0.0,0.731,"11,121,465,767",3957
Armenia,2013,female,5-14 years,0,168091,0.0,0.731,"11,121,465,767",3957
Armenia,2014,male,75+ years,9,60108,14.97,0.733,"11,609,512,940",4142
Armenia,2014,female,75+ years,6,98118,6.12,0.733,"11,609,512,940",4142
Armenia,2014,male,55-74 years,12,224430,5.35,0.733,"11,609,512,940",4142
Armenia,2014,male,35-54 years,13,363362,3.58,0.733,"11,609,512,940",4142
Armenia,2014,male,25-34 years,6,253461,2.37,0.733,"11,609,512,940",4142
Armenia,2014,female,55-74 years,4,288822,1.38,0.733,"11,609,512,940",4142
Armenia,2014,male,15-24 years,3,230760,1.3,0.733,"11,609,512,940",4142
Armenia,2014,female,15-24 years,2,227895,0.88,0.733,"11,609,512,940",4142
Armenia,2014,female,5-14 years,1,171332,0.58,0.733,"11,609,512,940",4142
Armenia,2014,female,35-54 years,2,417829,0.48,0.733,"11,609,512,940",4142
Armenia,2014,female,25-34 years,0,269937,0.0,0.733,"11,609,512,940",4142
Armenia,2014,male,5-14 years,0,196975,0.0,0.733,"11,609,512,940",4142
Australia,1990,male,75+ years,87,276900,31.42,0.865,"310,838,014,621",19665
Australia,1990,male,25-34 years,418,1415000,29.54,0.865,"310,838,014,621",19665
Australia,1990,male,15-24 years,374,1405900,26.6,0.865,"310,838,014,621",19665
Australia,1990,male,55-74 years,325,1266400,25.66,0.865,"310,838,014,621",19665
Australia,1990,male,35-54 years,549,2220600,24.72,0.865,"310,838,014,621",19665
Australia,1990,female,75+ years,37,465600,7.95,0.865,"310,838,014,621",19665
Australia,1990,female,25-34 years,109,1401200,7.78,0.865,"310,838,014,621",19665
Australia,1990,female,55-74 years,98,1349000,7.26,0.865,"310,838,014,621",19665
Australia,1990,female,35-54 years,136,2154800,6.31,0.865,"310,838,014,621",19665
Australia,1990,female,15-24 years,64,1354800,4.72,0.865,"310,838,014,621",19665
Australia,1990,male,5-14 years,5,1281300,0.39,0.865,"310,838,014,621",19665
Australia,1990,female,5-14 years,0,1215500,0.0,0.865,"310,838,014,621",19665
Australia,1995,male,25-34 years,440,1421100,30.96,0.882,"367,216,364,716",21902
Australia,1995,male,75+ years,88,328300,26.8,0.882,"367,216,364,716",21902
Australia,1995,male,35-54 years,587,2507400,23.41,0.882,"367,216,364,716",21902
Australia,1995,male,15-24 years,318,1374600,23.13,0.882,"367,216,364,716",21902
Australia,1995,male,55-74 years,274,1366600,20.05,0.882,"367,216,364,716",21902
Australia,1995,female,35-54 years,180,2472200,7.28,0.882,"367,216,364,716",21902
Australia,1995,female,25-34 years,91,1417500,6.42,0.882,"367,216,364,716",21902
Australia,1995,female,15-24 years,81,1321300,6.13,0.882,"367,216,364,716",21902
Australia,1995,female,55-74 years,79,1430300,5.52,0.882,"367,216,364,716",21902
Australia,1995,female,75+ years,28,539200,5.19,0.882,"367,216,364,716",21902
Australia,1995,male,5-14 years,4,1326300,0.3,0.882,"367,216,364,716",21902
Australia,1995,female,5-14 years,0,1261500,0.0,0.882,"367,216,364,716",21902
Australia,2000,male,25-34 years,466,1430700,32.57,0.898,"415,034,227,218",23219
Australia,2000,male,75+ years,115,416077,27.64,0.898,"415,034,227,218",23219
Australia,2000,male,35-54 years,745,2769752,26.9,0.898,"415,034,227,218",23219
